Share_Issued_2023,Share_Issued_2022,Share_Issued_2021,Share_Issued_2020,Stockholders_Equity_2023,Stockholders_Equity_2022,Stockholders_Equity_2021,Stockholders_Equity_2020,Total_Debt_2023,Total_Debt_2022,Total_Debt_2021,Total_Debt_2020,Free_Cash_Flow_2023,Free_Cash_Flow_2022,Free_Cash_Flow_2021,Free_Cash_Flow_2020,Operating_Cash_Flow_2023,Operating_Cash_Flow_2022,Operating_Cash_Flow_2021,Operating_Cash_Flow_2020,Basic_EPS_2023,Basic_EPS_2022,Basic_EPS_2021,Basic_EPS_2020,Net_Income_2023,Net_Income_2022,Net_Income_2021,Net_Income_2020,Total_Revenue_2023,Total_Revenue_2022,Total_Revenue_2021,Total_Revenue_2020,ticker,Share_Issued_2019,Stockholders_Equity_2019,Total_Debt_2019,Free_Cash_Flow_2019,Operating_Cash_Flow_2019,Basic_EPS_2019,Net_Income_2019,Total_Revenue_2019
,105049411.0,103971263.0,102334276.0,,441170000.0,410494000.0,476526000.0,,584271000.0,575213000.0,444198000.0,,9430000.0,58586000.0,84180000.0,,30788000.0,82756000.0,99148000.0,,-0.88,-0.56,0.2,,-92534000.0,-58351000.0,19808000.0,,537840000.0,535031000.0,494366000.0,NVCR,99528435.0,217790000.0,163564000.0,16135000.0,26620000.0,-0.07,-7230000.0,351318000.0
2466136572.0,2506000000.0,3860000000.0,3938022464.0,22101000000.0,26612000000.0,16893000000.0,12204000000.0,11855000000.0,11687000000.0,7597000000.0,2552000000.0,3808000000.0,8132000000.0,4694000000.0,4272000000.0,5641000000.0,9108000000.0,5822000000.0,4761000000.0,1.76,3.91,1.755,1.1475,4368000000.0,9752000000.0,4332000000.0,2796000000.0,26974000000.0,26914000000.0,16675000000.0,10918000000.0,NVDA,,,,,,,,
4830826.0,4830826.0,4833232.0,4835038.0,67079502.0,64565129.0,70891942.0,77995349.0,518706.0,602139.0,731732.0,833734.0,18155707.0,12019100.0,13302105.0,15843732.0,19091498.0,12503679.0,13364832.0,15895773.0,4.7,3.0,2.42,3.0,22694458.0,14507501.0,11694384.0,14526642.0,38253592.0,26986970.0,21366246.0,25412163.0,NVEC,,,,,,,,
,15523300.0,15414005.0,13270131.0,,694240000.0,624720000.0,394069000.0,,54849000.0,131796000.0,307522000.0,,78291000.0,87539000.0,86154000.0,,93980000.0,101442000.0,96009000.0,,3.39,3.34,1.7,,49973000.0,47147000.0,21018000.0,,786778000.0,706706000.0,659296000.0,NVEE,12852357.0,355963000.0,392759000.0,37275000.0,39900000.0,1.96,23756000.0,508938000.0
,139526227.0,142994051.0,138172445.0,,1968731000.0,2009738000.0,1449179000.0,,510754000.0,508595000.0,215253000.0,,219341000.0,239688000.0,75416000.0,,267663000.0,266857000.0,93259000.0,,0.4,0.73,-1.08,,56732000.0,102293000.0,-103670000.0,,843323000.0,724526000.0,375046000.0,NVEI,126327174.0,336929000.0,834062000.0,11925000.0,22345000.0,-0.549882,-69465000.0,245816000.0
,7119180.0,6836742.0,5941974.0,,6611830.0,23444188.0,40928475.0,,2857814.0,3458851.0,2584152.0,,-5376422.0,-4937174.0,-2440315.0,,-5367650.0,-4782354.0,-2075272.0,,-12.35,-16.35,-22.7,,-17101671.0,-19962493.0,-26078325.0,,12744871.0,12813223.0,11350230.0,NVFY,5741604.0,66046546.0,2692129.0,14859344.0,14885246.0,-7.6,-8600724.0,21983279.0
,213522363.0,213425280.0,213370544.0,,2603766756.0,3687336121.0,3576355568.0,,544737.0,8233336.0,,,261127593.0,184483781.0,179037448.0,,261127593.0,184483781.0,179037448.0,,-4.28,1.42,0.41,,-913019370.0,301502344.0,90414573.0,,-899347892.0,316443063.0,105022965.0,NVG,,,,,,,,
,76804474.0,77180429.0,55893618.0,,1162494000.0,1109751000.0,940540000.0,,810541000.0,920502000.0,792503000.0,,84539000.0,99048000.0,42409000.0,,130308000.0,102588000.0,44673000.0,,0.69,-0.48,-0.01,,53473000.0,-37191000.0,-443000.0,,473792000.0,403581000.0,332495000.0,NVGS,55826644.0,939803000.0,816902000.0,46433000.0,49700000.0,-0.3,-16706000.0,301385000.0
,2429446.0,1370594.0,945275.0,,15746000.0,18115000.0,19186000.0,,949000.0,1310000.0,1020000.0,,-10642000.0,-8931000.0,-9575000.0,,-10482000.0,-8854000.0,-9534000.0,,-6.83,-7.48,-32.75,,-10490000.0,-9895000.0,-9074000.0,,0.0,0.0,0.0,NVIV,22029.0,5583000.0,1314000.0,-10326000.0,-10314000.0,-882.0,-11830000.0,0.0
,28678476.0,28579044.0,28176862.0,,586963000.0,473754000.0,371538000.0,,246059000.0,220939000.0,214416000.0,,98225000.0,127446000.0,53810000.0,,119539000.0,132262000.0,60253000.0,,4.89,3.28,1.71,,140213000.0,93101000.0,47907000.0,,570729000.0,416113000.0,269396000.0,NVMI,28005617.0,314539000.0,33313000.0,19933000.0,41202000.0,1.26,35171000.0,224909000.0
,9472000.0,9469850.0,2541529.0,,38729000.0,54404208.0,7097856.0,,1716000.0,2005975.0,880648.0,,-15734000.0,-12213736.0,-7857501.0,,-15619000.0,-11845846.0,-7677210.0,,-2.2,-1.9,-7.54,,-24669000.0,-16527822.0,-9135486.0,,0.0,0.0,0.0,NVNO,717274.0,989940.0,856633.0,-6260291.0,-5896400.0,-12.1,-7625397.0,31243.0
,2280000000.0,4682200000.0,4776277318.0,,83486000000.0,70746000000.0,63325000000.0,,25784000000.0,26645000000.0,10356000000.0,,64134000000.0,47615000000.0,29870000000.0,,78887000000.0,55000000000.0,51951000000.0,,12.255,10.395,9.025,,55525000000.0,47757000000.0,42138000000.0,,176954000000.0,140800000000.0,126946000000.0,NVO,4897685098.0,57593000000.0,4483000000.0,35551000000.0,46782000000.0,8.205,38951000000.0,122021000000.0
,31180603.0,26610144.0,23466236.0,,22305159.0,43864416.0,29621489.0,,12995747.0,13229461.0,3866030.0,,-6074313.0,-1280751.0,-453804.0,,-5884145.0,-1024802.0,-441694.0,,-1.13,-0.18,-0.21,,-32849215.0,-4462147.0,-4915154.0,,11737937.0,9305255.0,7860567.0,NVOS,,,,,,,,
,20555330.0,20555330.0,20555330.0,,3506849000.0,3002378000.0,3103074000.0,,1007674000.0,1590820000.0,1590051000.0,,1851673000.0,1224518000.0,909150000.0,,1870101000.0,1242393000.0,925269000.0,,525.2,345.37,244.11,,1725575000.0,1236719000.0,901248000.0,,10538287000.0,8959750000.0,7545853000.0,NVR,20555330.0,2341244000.0,683678000.0,843836000.0,866535000.0,241.31,878539000.0,7400806000.0
,116358520.0,115906393.0,115430042.0,,569442000.0,748160000.0,657154000.0,,1457507000.0,1477581000.0,1386937000.0,,13183000.0,-86487000.0,-66723000.0,,150527000.0,72197000.0,53818000.0,,-2.27,-0.04,-0.33,,-180069000.0,-3249000.0,-26341000.0,,1889065000.0,1848399000.0,1863864000.0,NVRI,114720347.0,741580000.0,831329000.0,-186447000.0,-163000.0,6.33,503919000.0,1503742000.0
,36203423.0,35709570.0,34583064.0,,323876000.0,303616000.0,388460000.0,,197163000.0,166712000.0,327236000.0,,17133000.0,-54221000.0,-4834000.0,,24675000.0,-41881000.0,1191000.0,,0.08,-3.77,-2.47,,3001000.0,-131360000.0,-83065000.0,,406365000.0,386905000.0,362048000.0,NVRO,31544361.0,216352000.0,180745000.0,-53697000.0,-50225000.0,-3.37,-103686000.0,390255000.0
,2403721252.0,2434439948.0,2467022048.0,,59342000000.0,67655000000.0,56598000000.0,,27964000000.0,31093000000.0,38049000000.0,,11565000000.0,12100000000.0,11065000000.0,,14236000000.0,15071000000.0,13650000000.0,,3.19,10.71,3.55,,6955000000.0,24021000000.0,8072000000.0,,51828000000.0,52877000000.0,49898000000.0,NVS,2527308488.0,55474000000.0,29333000000.0,11368000000.0,13625000000.0,5.12,11732000000.0,48677000000.0
,163700000.0,162000000.0,160200000.0,,4206900000.0,4057600000.0,3720600000.0,,1529100000.0,1459900000.0,1980800000.0,,107000000.0,336700000.0,236200000.0,,182700000.0,391400000.0,283900000.0,,1.49,2.11,0.21,,243100000.0,340500000.0,33300000.0,,2569100000.0,2508900000.0,2282000000.0,NVST,158651200.0,3540200000.0,1537600000.0,319700000.0,397500000.0,1.6,217600000.0,2751600000.0
,165348060.0,166076804.0,168182047.0,,2731700000.0,2496100000.0,2409800000.0,,1083200000.0,999200000.0,948000000.0,,348700000.0,333800000.0,304000000.0,,394600000.0,373300000.0,344000000.0,,2.4,1.63,-0.28,,399800000.0,272900000.0,-47200000.0,,2909000000.0,2462000000.0,1998600000.0,NVT,169492538.0,2592500000.0,1064600000.0,297500000.0,336300000.0,1.3,222700000.0,2204000000.0
,245562121.0,228115734.0,185885658.0,,101836000.0,2978398000.0,1969593000.0,,1751003000.0,1724096000.0,450137000.0,,-546270000.0,-614535000.0,-322219000.0,,-492961000.0,-559815000.0,-299354000.0,,-13.18,-1.8,-4.47,,-3106293000.0,-379006000.0,-608870000.0,,516303000.0,460449000.0,279598000.0,NVTA,98796060.0,379640000.0,318826000.0,-165100000.0,-145053000.0,-2.66,-241965000.0,216824000.0
,153628838.0,117750608.0,31625000.0,,382850000.0,66016000.0,-72424000.0,,6568000.0,6916000.0,5971000.0,,-49141000.0,-43768000.0,-20848000.0,,-44497000.0,-41700000.0,-20625000.0,,0.56,-3.9,-1.17,,74984000.0,-152685000.0,-19044000.0,,37943000.0,23736000.0,11849000.0,NVTS,,,,,,,,
,24272150.0,18861130.0,18761124.0,,27641065.0,79841368.0,-880710.0,,5914496.0,3441642.0,4294054.0,,-34520020.0,-29480324.0,-3101447.0,,-34081975.0,-29207200.0,-3078943.0,,-1.19,-4.37,-0.260386,,-24018665.0,-26953647.0,-4884134.0,,4913956.0,2920627.0,1943151.0,NVVE,,,,,,,,
,485951369.0,404601384.0,348206772.0,,250635159.732541,138543458.856765,45715664.960319,,42225299.928457,10364558.664423,3526378.534373,,-107283994.414176,-25798321.512292,-7512258.219672,,-27759405.096032,,,,-42.375213,-0.147262,-0.404027,,-49144945.242419,-13581232.343572,-13761999.519016,,5790657.503715,3927501.20214,2922619.988319,NVX,,,,,,,,
,127028848.0,126612183.0,127019452.0,,1491486000.0,1583571000.0,1538703000.0,,924320000.0,391722000.0,411838000.0,,171111000.0,187941000.0,128181000.0,,175431000.0,205458000.0,140435000.0,,1.05,1.22,0.62,,133666000.0,154323000.0,74854000.0,,529722000.0,506892000.0,520718000.0,NWBI,106859088.0,1353285000.0,368136000.0,116563000.0,127462000.0,1.05,110432000.0,457313000.0
,63278307.0,57606252.0,54144775.0,,2665183000.0,2339713000.0,2079095000.0,,2630779000.0,2556250000.0,2432700000.0,,-207898000.0,-214350000.0,-53613000.0,,307242000.0,219978000.0,352149000.0,,3.28,3.61,3.07,,183000000.0,186840000.0,155215000.0,,1477800000.0,1372316000.0,1198670000.0,NWE,53999189.0,2039100000.0,2253200000.0,-19300000.0,296700000.0,4.01,202100000.0,1257900000.0
,8291401.0,8266751.0,8236331.0,,167085000.0,205262000.0,194785000.0,,82264000.0,90820000.0,105762000.0,,28581000.0,27940000.0,13048000.0,,30734000.0,29198000.0,13797000.0,,3.59,3.05,2.09,,29233000.0,24915000.0,15080000.0,,78329000.0,73638000.0,58256000.0,NWFL,6352570.0,137428000.0,118694000.0,16815000.0,18438000.0,2.27,14215000.0,45384000.0
,9773011084.0,10634870730.0,11262796514.0,,36488000000.0,41796000000.0,43860000000.0,,6260000000.0,8429000000.0,9962000000.0,,-43597000000.0,53687000000.0,29095000000.0,,-43597000000.0,53687000000.0,29095000000.0,,0.676,0.546,-0.134,,3589000000.0,3268000000.0,-372000000.0,,13156000000.0,10512000000.0,10796000000.0,NWG,11230058357.0,43547000000.0,9979000000.0,-3693000000.0,-3693000000.0,0.56,3539000000.0,14253000000.0
,112583000.0,112583000.0,112583000.0,,12491676.0,8027612.0,6869553.0,,46839692.0,47626482.0,46274443.0,,4354705.0,711922.0,-5687615.0,,5871162.0,3251499.0,-2600306.0,,0.343611,0.095794,-0.085035,,4778895.0,1332290.0,-1182655.0,,55339277.0,47684127.0,37501069.0,NWGL,,,,,,,,
,438600000.0,450000000.0,448400000.0,,3519000000.0,4091000000.0,3874000000.0,,5889000000.0,5386000000.0,6079000000.0,,-584000000.0,595000000.0,1173000000.0,,-272000000.0,884000000.0,1432000000.0,,0.47,1.46,-1.82,,197000000.0,572000000.0,-770000000.0,,9459000000.0,10589000000.0,9385000000.0,NWL,447100000.0,4963300000.0,6265100000.0,779100000.0,1044000000.0,0.25,106600000.0,9714900000.0
,35525000.0,31129000.0,30589000.0,,1175441000.0,935146000.0,888733000.0,,1675543000.0,1515196000.0,1341676000.0,,-191691000.0,-134903000.0,-137874000.0,,147672000.0,160353000.0,143020000.0,,2.42936,2.527097,2.510085,,86303000.0,78666000.0,76781000.0,,1037353000.0,860400000.0,773679000.0,NWN,30472000.0,865999000.0,1033106000.0,-56985000.0,185298000.0,2.025958,61735000.0,746372000.0
,9927360.0,9870567.0,9805437.0,,318274000.0,283383000.0,269626000.0,,188626000.0,185190000.0,43704000.0,,-5616000.0,-19073000.0,41745000.0,,17540000.0,-5811000.0,56087000.0,,3.14,1.17,1.95,,31149000.0,11523000.0,19050000.0,,457665000.0,333313000.0,285907000.0,NWPX,9746979.0,248158000.0,2062000.0,34301000.0,42886000.0,2.86,27902000.0,279317000.0
677758653.0,690169520.0,696641124.0,694351829.0,8064000000.0,8222000000.0,8211000000.0,7582000000.0,4095000000.0,4016000000.0,3429000000.0,2405000000.0,593000000.0,855000000.0,847000000.0,342000000.0,1092000000.0,1354000000.0,1237000000.0,780000000.0,0.26,1.06,0.56,-2.16,149000000.0,623000000.0,330000000.0,-1269000000.0,9879000000.0,10385000000.0,9358000000.0,9008000000.0,NWS,,,,,,,,
677758653.0,690169520.0,696641124.0,694351829.0,8064000000.0,8222000000.0,8211000000.0,7582000000.0,4095000000.0,4016000000.0,3429000000.0,2405000000.0,593000000.0,855000000.0,847000000.0,342000000.0,1092000000.0,1354000000.0,1237000000.0,780000000.0,0.26,1.06,0.56,-2.16,149000000.0,623000000.0,330000000.0,-1269000000.0,9879000000.0,10385000000.0,9358000000.0,9008000000.0,NWSA,,,,,,,,
,286185521.0,285636192.0,285636192.0,,280804489.0,-52540820.0,-195412569.0,,22778746.0,25391607.0,23263176.0,,-179581191.0,-6106873.0,-662972.0,,-178367233.0,-6106873.0,-662972.0,,,-0.043373,-0.041704,,-40719332.0,-12388951.0,-11912191.0,,0.0,0.0,0.0,NWTN,,,,,,,,
,37211056.0,37273510.0,37296166.0,,464835000.0,419782000.0,355759000.0,,87687000.0,106503000.0,169752000.0,,64844000.0,54580000.0,75070000.0,,97965000.0,78588000.0,100796000.0,,2.67,1.72,1.18,,88336000.0,56980000.0,38496000.0,,1221502000.0,1072149000.0,851573000.0,NX,,,,,,,,
,37171807.0,37079740.0,45668261.0,,1017832000.0,994460136.0,790824691.0,,171288000.0,42500026.0,45000000.0,,70052979.0,38066379.0,341895888.0,,70052979.0,38066379.0,341895888.0,,,6.58,-2.644436,,48901959.0,250009795.0,-120766791.0,,84498684.0,256510721.0,-114439213.0,NXDT,45851224.0,973639303.0,328377746.0,-210994992.0,-210994992.0,1.434665,65781147.0,72165648.0
,482530145.0,479198233.0,381830205.0,,417876000.0,433608000.0,94251296.0,,82484000.0,75180000.0,230884099.0,,-20530000.0,-63702000.0,-28859719.0,,-20176000.0,-16788000.0,-10616946.0,,-0.12,-0.26,-0.3,,-56587000.0,-119087000.0,-109828218.0,,0.0,0.0,0.0,NXE,360250571.0,164698679.0,122226159.0,-70485340.0,-12805886.0,-0.04,-15531911.0,0.0
,2601714.0,2601714.0,2601714.0,,142434269.0,138537314.0,119348473.0,,41410000.0,56410000.0,18310000.0,,22059365.0,-31443774.0,-6446182.0,,22059365.0,-31443774.0,-6446182.0,,4.06,9.94,-7.85,,10553181.0,25845067.0,-20426697.0,,10865501.0,26107316.0,-19906428.0,NXG,,,,,,,,
,5577916.0,5572234.0,5045282.0,,7637000.0,12085000.0,71000.0,,2083000.0,4264000.0,1277000.0,,-3088000.0,-3022000.0,-2113000.0,,-2992000.0,-2753000.0,-1801000.0,,-0.85,-1.45,-1.05,,-4746000.0,-4310000.0,-2264000.0,,2048000.0,1551000.0,674000.0,NXGL,5045282.0,380000.0,917000.0,-1814000.0,-1814000.0,-0.345549,-1923000.0,717000.0
70875000.0,69245000.0,67069000.0,66134000.0,400435000.0,423078000.0,431644000.0,400494000.0,274764000.0,20023000.0,31188000.0,178442000.0,6396000.0,25463000.0,70179000.0,58720000.0,43660000.0,53545000.0,98518000.0,85601000.0,-0.04,0.02,0.14,0.11,-2654000.0,1618000.0,9515000.0,7498000.0,653172000.0,596350000.0,556821000.0,540239000.0,NXGN,,,,,,,,
,7286562.0,6464961.0,6464961.0,,5478687.0,-1681941.0,-1590330.0,,755260.0,850050.0,726012.0,,-2215699.0,-1076791.0,-864122.0,,-2215699.0,-1076791.0,-863474.0,,-0.3,-1.241241,-0.467514,,-1697816.0,-6078004.0,-3403486.0,,1321357.0,144065.0,242914.0,NXL,,,,,,,,
,274519638.0,274519638.0,289519638.0,,7449000000.0,6528000000.0,8944000000.0,,11165000000.0,10572000000.0,7609000000.0,,2668000000.0,2145000000.0,1960000000.0,,3895000000.0,3077000000.0,2482000000.0,,10.64,6.91,0.19,,2787000000.0,1871000000.0,52000000.0,,13205000000.0,11063000000.0,8612000000.0,NXPI,315519638.0,9441000000.0,7365000000.0,1745000000.0,2373000000.0,0.86,243000000.0,8877000000.0
,14402025.0,7053146.0,816003.0,,25777119.0,17530819.0,565189.0,,1075311.0,329911.0,746327.0,,-4317093.0,-4321397.0,-871883.0,,-3601502.0,-4092090.0,-836980.0,,-0.95,-1.98,-3.386477,,-9160589.0,-8107662.0,-2763375.0,,11710142.0,7739910.0,5689796.0,NXPL,24243.0,639709.0,396855.0,-729397.0,-659203.0,-56.913583,-1379756.0,5869558.0
,25549319.0,25500567.0,25016957.0,,519666000.0,469845000.0,407927000.0,,1599472000.0,1554500000.0,1345178000.0,,79096000.0,73268000.0,57226000.0,,79096000.0,73268000.0,57226000.0,,-0.36,0.92,1.78,,-9260000.0,23037000.0,44018000.0,,263952000.0,219240000.0,204800000.0,NXRT,25245740.0,426241000.0,1361872000.0,51366000.0,51366000.0,4.11,99140000.0,181066000.0
,47282823.0,47291463.0,47291463.0,,2741000000.0,2850339000.0,2518392000.0,,7001100000.0,7457969000.0,7668003000.0,,1245700000.0,1064082000.0,1037132000.0,,1403000000.0,1214843000.0,1254170000.0,,24.68,19.81,18.06,,971100000.0,834568000.0,811441000.0,,5211000000.0,4648371000.0,4501269000.0,NXST,47291463.0,2031497000.0,8492588000.0,219956000.0,417467000.0,5.01,230259000.0,3039324000.0
45886065.0,45869190.0,45869190.0,,216851000.0,-3035000.0,456047000.0,,147147000.0,,,,104486000.0,-153030000.0,91310000.0,239344000.0,107669000.0,-147113000.0,94273000.0,240999000.0,0.02,0.0,0.0,2.823741,121333000.0,50913000.0,124348000.0,118256000.0,1902137000.0,1457592000.0,1195617000.0,1171287000.0,NXT,,,,,,,,
,27774536.0,27680997.0,27568802.0,,167530000.0,233386000.0,293721000.0,,7123000.0,,3473000.0,,-56002000.0,-59604000.0,-52086000.0,,-53886000.0,-57244000.0,-44954000.0,,-2.69,-2.51,-1.33,,-74733000.0,-69389000.0,-36603000.0,,0.0,0.0,22378000.0,NXTC,27499260.0,321484000.0,5135000.0,-38994000.0,-35623000.0,-2.15,-33737000.0,6347000.0
,5418001.0,5418001.0,,,64231210.0,10409893.0,,,13173658.0,1053082.0,,,-26355840.0,-3640346.0,,,-22032804.0,-993335.0,,,-8.0,-0.221541,,,-37972770.0,-1200309.0,,,8203326.0,0.0,,NXTP,,,,,,,,
,68884765.0,68884765.0,,,-9048000.0,3800000.0,,,11970000.0,397000.0,,,-25237000.0,-12219000.0,,,-23450000.0,-11188000.0,,,-1.941285,-3.673118,,,-70681000.0,-133736000.0,,,0.0,0.0,,NXU,,,,,,,,
,32956004.0,32752242.0,325235612.0,,104635000.0,131676000.0,12501000.0,,29518000.0,19960000.0,31095000.0,,-42771000.0,-21502000.0,-1368000.0,,-27547000.0,-12806000.0,6488000.0,,-1.143,-0.82,-0.252,,-37509000.0,-24763000.0,-6254000.0,,173514000.0,119134000.0,78783000.0,NYAX,325235612.0,14654000.0,19516000.0,-8124000.0,-1435000.0,-0.161544,-5254000.0,63626000.0
,1886298.0,1659717.0,12802690.0,,301062000.0,338989000.0,377558000.0,,448875000.0,452887000.0,451394000.0,,-6041000.0,-11291000.0,-17333000.0,,-486000.0,-7916000.0,-13578000.0,,-26.59,-24.42,-25.67,,-45896000.0,-39466000.0,-40962000.0,,64005000.0,70219000.0,62895000.0,NYC,1594621.0,420549000.0,449897000.0,-9312000.0,-1603000.0,-13.7274,-21890000.0,70530000.0
,705429386.0,490439070.0,490439070.0,,8824000000.0,7044000000.0,6841644000.0,,21454000000.0,16811000000.0,16350390000.0,,1023000000.0,286000000.0,334196000.0,,1026000000.0,290000000.0,334196000.0,,1.26,1.2,1.02,,650000000.0,596000000.0,511109000.0,,1484000000.0,1350000000.0,1161222000.0,NYCB,490439070.0,6711694000.0,14843584000.0,509750000.0,509750000.0,0.77,395043000.0,1033730000.0
,91193688.0,94851310.0,94436119.0,,1767216000.0,2341031000.0,2301202000.0,,2639808000.0,2511179000.0,1803985000.0,,91783000.0,138912000.0,110549000.0,,91783000.0,138912000.0,110755000.0,,-3.6,1.52,-3.56,,-298605000.0,193200000.0,-288510000.0,,8456000.0,266510000.0,-207477000.0,NYMT,72842759.0,2205733000.0,17995664000.0,34973000.0,35101000.0,2.6,173736000.0,221907000.0
,177069320.0,176753525.0,176090396.0,,1597967000.0,1538720000.0,1325517000.0,,59124000.0,63614000.0,52695000.0,,113726000.0,234461000.0,263482000.0,,150687000.0,269098000.0,297933000.0,,1.04,1.31,0.6,,173905000.0,219971000.0,100103000.0,,2308321000.0,2074877000.0,1783639000.0,NYT,175046072.0,1172003000.0,55136000.0,144457000.0,189898000.0,0.84,139966000.0,1812184000.0
,25846279.0,25772359.0,22097609.0,,120324000.0,148622000.0,97190000.0,,11882000.0,11675000.0,11540000.0,,-45105000.0,-37153000.0,-17695000.0,,-28756000.0,-25336000.0,-7015000.0,,-1.209,-1.16,-0.677,,-31225000.0,-27619000.0,-12245000.0,,3084000.0,852000.0,69000.0,NYXH,20894500.0,3713000.0,8599000.0,-11750000.0,-5965000.0,-0.404604,-7255000.0,0.0
,165390401.0,142166619.0,142125906.0,,2025136489.0,2414103735.0,2267965481.0,,42845247.0,4798386.0,1018115.0,,73630312.0,109949315.0,117119947.0,,73630312.0,109949315.0,117119947.0,,-4.01,1.81,0.09,,-615761175.0,258000089.0,11533095.0,,-614044146.0,259149026.0,13085010.0,NZF,,,,,,,,
,660300195.0,591261991.0,361303445.0,,28713149000.0,25052574000.0,10985483000.0,,18110733000.0,15442637000.0,8817467000.0,,2563856000.0,1322189000.0,1115543000.0,,2563856000.0,1322189000.0,1115543000.0,,1.42,0.87,1.15,,869408000.0,359456000.0,395486000.0,,3343681000.0,2080463000.0,1651625000.0,O,333619106.0,9774456000.0,7901547000.0,1068937000.0,1068937000.0,1.38,436482000.0,1491591000.0
,660300195.0,591261991.0,361303445.0,,28713149000.0,25052574000.0,10985483000.0,,18110733000.0,15442637000.0,8817467000.0,,2563856000.0,1322189000.0,1115543000.0,,2563856000.0,1322189000.0,1115543000.0,,1.42,0.87,1.15,,869408000.0,359456000.0,395486000.0,,3343681000.0,2080463000.0,1651625000.0,O,333619106.0,9774456000.0,7901547000.0,1068937000.0,1068937000.0,1.38,436482000.0,1491591000.0
,115218229.0,114981592.0,114981592.0,,341373000.0,234307000.0,235537000.0,,25796000.0,13851000.0,2592000.0,,-20755000.0,-9742000.0,1866000.0,,-3587000.0,-5672000.0,3619000.0,,-0.26,-0.235515,-0.152908,,-22334000.0,-27042000.0,-17557000.0,,59077000.0,34748000.0,23268000.0,OABI,,,,-5450000.0,-5195000.0,-0.11835,-13589000.0,18318000.0
,60175020.0,58015075.0,53416710.0,,217786000.0,256775000.0,-79813000.0,,244445000.0,236000000.0,3853000.0,,-22131000.0,36708000.0,42485000.0,,3813000.0,56762000.0,52986000.0,,-0.44,0.31,0.035715,,-24581000.0,10995000.0,4357000.0,,992082000.0,1015630000.0,767142000.0,OB,53416710.0,-89662000.0,3804000.0,6353000.0,16740000.0,-0.438985,-20514000.0,687333000.0
,392476687.0,393766855.0,389966688.0,,5882403000.0,5937877000.0,5746434000.0,,7281744000.0,7079326000.0,5292722000.0,,217268000.0,-1227163000.0,-1560317000.0,,217268000.0,-1227163000.0,-1560317000.0,,1.18,1.59,1.0,,466355000.0,624882000.0,387740000.0,,501220000.0,663180000.0,285978000.0,OBDC,392129619.0,5977283000.0,3038232000.0,-2527083000.0,-2527083000.0,1.53,498001000.0,456742000.0
,82442210.0,80753516.0,73516225.0,,1579700000.0,763500000.0,323100000.0,,231300000.0,399700000.0,462200000.0,,137400000.0,57700000.0,22200000.0,,456800000.0,198700000.0,79400000.0,,9.88,5.52,-10.53,,810100000.0,414000000.0,-771700000.0,,920000000.0,497500000.0,286500000.0,OBE,73011488.0,1092000000.0,575000000.0,-26000000.0,77000000.0,-10.82,-788000000.0,416000000.0
,,31614079.0,31614079.0,,,-71232000.0,-48542000.0,,,5673000.0,9456000.0,,,-19703000.0,-26722000.0,,,-19429000.0,-26183000.0,,,-0.727967,-0.67549,,,-23014000.0,-21355000.0,,,-782000.0,5703000.0,OBIO,,,,,,,,
,30746600.0,23746502.0,23506312.0,,949943000.0,730211000.0,647150000.0,,840995000.0,467218000.0,1141789000.0,,137183000.0,166470000.0,-6311000.0,,145649000.0,171485000.0,887000.0,,3.29,4.63,1.56,,87715000.0,108546000.0,36357000.0,,332552000.0,278445000.0,250129000.0,OBK,23480945.0,599262000.0,426861000.0,50401000.0,61553000.0,2.3,53882000.0,212563000.0
,2070861.0,2061955.0,524128.0,,3617000.0,25497000.0,22057000.0,,236000.0,728000.0,3849000.0,,-5945000.0,-7782000.0,-6604000.0,,-5934000.0,-7732000.0,-6566000.0,,-10.62,-4.405659,-22.2,,-21941000.0,-9051000.0,-7421000.0,,5476000.0,7739000.0,15333000.0,OBLG,351120.0,21785000.0,8821000.0,-3298000.0,-3253000.0,-22.8,-7761000.0,12827000.0
,5683304.0,5683304.0,4533304.0,,138138000.0,182836000.0,135423000.0,,150947000.0,22376000.0,22323000.0,,28938000.0,18361000.0,10652000.0,,30483000.0,20320000.0,11344000.0,,4.33,4.28,2.59,,24363000.0,21287000.0,11679000.0,,89869000.0,72030000.0,59707000.0,OBT,4533304.0,120941000.0,8000000.0,11879000.0,13733000.0,2.56,11098000.0,52892000.0
,135500000.0,135500000.0,135500000.0,,4575000000.0,4296000000.0,3901000000.0,,3196000000.0,3118000000.0,3225000000.0,,1314000000.0,1087000000.0,828000000.0,,1760000000.0,1503000000.0,1135000000.0,,12.85,9.61,-3.53,,1241000000.0,995000000.0,-383000000.0,,9761000000.0,8498000000.0,7055000000.0,OC,135500000.0,4631000000.0,3124000000.0,590000000.0,1037000000.0,3.71,405000000.0,7160000000.0
,18687500.0,18687500.0,18707500.0,,145705508.0,138308902.0,23728.0,,2247500.0,1000000.0,141451.0,,-1428386.0,-2181908.0,,,-1428386.0,-2181908.0,,,0.4,0.26,,,7396606.0,4587621.0,,,0.0,0.0,,OCAX,,,,,,,,
,7893194.0,7897477.0,7537087.0,,22160000.0,22206000.0,15260000.0,,10528265.0,8319359.0,15135626.0,,-1890143.0,1923721.0,-3721595.0,,-1587544.0,2116588.0,-3553137.0,,-0.05,0.87,-0.83,,-347000.0,6611000.0,-6121000.0,,69079000.0,59136000.0,55277000.0,OCC,,,,,,,,
