Share_Issued_2023,Share_Issued_2022,Share_Issued_2021,Share_Issued_2020,Stockholders_Equity_2023,Stockholders_Equity_2022,Stockholders_Equity_2021,Stockholders_Equity_2020,Total_Debt_2023,Total_Debt_2022,Total_Debt_2021,Total_Debt_2020,Free_Cash_Flow_2023,Free_Cash_Flow_2022,Free_Cash_Flow_2021,Free_Cash_Flow_2020,Operating_Cash_Flow_2023,Operating_Cash_Flow_2022,Operating_Cash_Flow_2021,Operating_Cash_Flow_2020,Basic_EPS_2023,Basic_EPS_2022,Basic_EPS_2021,Basic_EPS_2020,Net_Income_2023,Net_Income_2022,Net_Income_2021,Net_Income_2020,Total_Revenue_2023,Total_Revenue_2022,Total_Revenue_2021,Total_Revenue_2020,ticker,Share_Issued_2019,Stockholders_Equity_2019,Total_Debt_2019,Free_Cash_Flow_2019,Operating_Cash_Flow_2019,Basic_EPS_2019,Net_Income_2019,Total_Revenue_2019
,30700198.0,31130143.0,31049525.0,,508822000.0,563742000.0,535688000.0,,698487000.0,133160000.0,53173000.0,,145654000.0,68142000.0,64159000.0,,147322000.0,70538000.0,65771000.0,,2.64,1.7,1.48,,81477000.0,52937000.0,46188000.0,,266510000.0,202543000.0,213209000.0,AMAL,31523442.0,490410000.0,137404000.0,82708000.0,83461000.0,1.49,47202000.0,195838000.0
,270455232.0,270120548.0,263686190.0,,117850000.0,189967000.0,-139434000.0,,11979000.0,13127000.0,3193000.0,,-69729000.0,-47846000.0,-20828000.0,,-68675000.0,-44640000.0,-20576000.0,,-0.29,-0.48,-0.303851,,-77996000.0,-68079000.0,-16543000.0,,7402000.0,7455000.0,13671000.0,AMAM,263686190.0,33424000.0,4646000.0,-2813000.0,-2765000.0,-0.368486,-20062000.0,10311000.0
836533852.0,2017000000.0,2011000000.0,2005000000.0,16349000000.0,12194000000.0,12247000000.0,10578000000.0,5561000000.0,5457000000.0,5452000000.0,5448000000.0,7594000000.0,4612000000.0,4774000000.0,3382000000.0,8700000000.0,5399000000.0,5442000000.0,3804000000.0,8.16,7.49,6.47,3.95,6856000000.0,6525000000.0,5888000000.0,3619000000.0,26517000000.0,25785000000.0,23063000000.0,17202000000.0,AMAT,,,,,,,,
39043000.0,37302818.0,35547440.0,33805609.0,606088000.0,547176000.0,474976000.0,448072000.0,8636000.0,11713000.0,10436000.0,10156000.0,29042000.0,29116000.0,25858000.0,37593000.0,44093000.0,38795000.0,30800000.0,39414000.0,-1.7,-0.72,-1.72,-1.35,-65386000.0,-26411000.0,-59786000.0,-44792000.0,337606000.0,331856000.0,222990000.0,228732000.0,AMBA,,,,,,,,
,46658990.0,46477068.0,45865081.0,,1252000000.0,1038000000.0,1080000000.0,,3746000000.0,6446000000.0,7232000000.0,,1335000000.0,-131000000.0,-175000000.0,,1335000000.0,-131000000.0,-175000000.0,,11.48,-0.61,-9.47,,523000000.0,-15000000.0,-437000000.0,,424000000.0,250000000.0,156000000.0,AMBC,45571743.0,1477000000.0,7376000000.0,-311000000.0,-311000000.0,-4.69,-216000000.0,497000000.0
,55409851.0,55409851.0,55409851.0,,365354000.0,325994000.0,303673000.0,,2134989000.0,669132000.0,136845000.0,,375189000.0,-59470000.0,10502000.0,,470937000.0,64324000.0,32503000.0,,2.914518,2.366294,1.113502,,161493000.0,131117000.0,61699000.0,,1684896000.0,822203000.0,364284000.0,AMBI,55409851.0,51242000.0,102056000.0,,,,,
,52127524.0,46681691.0,46631691.0,,54259000.0,146197000.0,143122000.0,,75809000.0,263451000.0,293615000.0,,-63787000.0,-35762000.0,-6048000.0,,-63787000.0,-15934000.0,4812000.0,,-3.92,0.14,-2.82,,-97068000.0,3002000.0,-62712000.0,,102352000.0,496877000.0,531980000.0,AMBO,43566614.0,164276000.0,269579000.0,-27129000.0,-10210000.0,-4.6,-99941000.0,583909000.0
,597575322.0,603297287.0,603283097.0,,455000000.0,286000000.0,48000000.0,,3592000000.0,2887000000.0,2835000000.0,,-391000000.0,-229000000.0,66000000.0,,205000000.0,458000000.0,334000000.0,,0.38,-0.39,0.183993,,237000000.0,-210000000.0,111000000.0,,4689000000.0,4055000000.0,3451000000.0,AMBP,,,,172000000.0,377000000.0,-0.066304,-40000000.0,3344000000.0
,131033782.0,513979100.0,51694881.0,,-2624500000.0,-1789500000.0,-2885100000.0,,58800000.0,10751400000.0,96000000.0,,-848300000.0,-714700000.0,-1129500000.0,,-628500000.0,-614100000.0,-1129500000.0,,-8.205882,-11.735294,-172.764706,,-973600000.0,-1269100000.0,-4589100000.0,,3911400000.0,2527900000.0,1242400000.0,AMC,24385362.0,1214200000.0,99900000.0,60900000.0,579000000.0,-6.352941,-149100000.0,5471000000.0
1448000000.0,1489000000.0,1538000000.0,1568500000.0,4090000000.0,4141000000.0,4821000000.0,4687000000.0,6746000000.0,6490000000.0,6289000000.0,6234000000.0,735000000.0,999000000.0,993000000.0,984000000.0,1261000000.0,1526000000.0,1461000000.0,1384000000.0,,0.532,0.604,0.382,1048000000.0,805000000.0,939000000.0,612000000.0,14694000000.0,14544000000.0,12861000000.0,12468000000.0,AMCR,,,,,,,,
,77602000.0,76969000.0,76052000.0,,806988000.0,851088000.0,616805000.0,,2973663000.0,3026905000.0,3076066000.0,,137562000.0,100902000.0,702141000.0,,181834000.0,143474000.0,748736000.0,,0.18,5.92,4.7,,7594000.0,250596000.0,239979000.0,,3096545000.0,3077608000.0,2814956000.0,AMCX,75370000.0,665781000.0,3341235000.0,392144000.0,483748000.0,6.77,380486000.0,3060321000.0
,1645000000.0,1232000000.0,1217000000.0,,54750000000.0,7497000000.0,5837000000.0,,2863000000.0,661000000.0,531000000.0,,3565000000.0,3521000000.0,1071000000.0,,3565000000.0,3521000000.0,1071000000.0,,0.85,2.61,2.1,,1320000000.0,3162000000.0,2490000000.0,,23601000000.0,16434000000.0,9763000000.0,AMD,1175000000.0,2827000000.0,685000000.0,493000000.0,493000000.0,0.31,341000000.0,6731000000.0
,268588293.0,267800160.0,266746248.0,,7476512000.0,6871884000.0,5949346000.0,,2385007000.0,2544241000.0,2413725000.0,,1010368000.0,1049786000.0,1206781000.0,,1149373000.0,1160457000.0,1280980000.0,,5.04,4.29,3.8,,1159542000.0,990053000.0,872439000.0,,6150530000.0,5546514000.0,4540029000.0,AME,265583732.0,5115492000.0,2768741000.0,1012076000.0,1114422000.0,3.78,861297000.0,5158557000.0
,37891186.0,37674868.0,37470212.0,,1051573000.0,931351000.0,809224000.0,,537941000.0,545612000.0,307040000.0,,126068000.0,182172000.0,283620000.0,,133283000.0,188893000.0,288952000.0,,3.65,6.41,5.64,,118609000.0,209072000.0,183608000.0,,2223199000.0,2214112000.0,2071519000.0,AMED,36638021.0,640450000.0,326080000.0,194112000.0,202000000.0,3.95,126833000.0,1955633000.0
,56874958.0,55556575.0,54572301.0,,552822000.0,454550000.0,330824000.0,,229364000.0,200983000.0,260555000.0,,59188000.0,51112000.0,44999000.0,,82128000.0,70335000.0,46163000.0,,1.09,1.57,-1.03,,49049000.0,73858000.0,37866000.0,,1144163000.0,773915000.0,687180000.0,AMEH,53366867.0,191548949.0,256552677.0,12631713.0,13673383.0,0.41,14116545.0,560618097.0
,58500000.0,58519044.0,58500000.0,,3230300000.0,2786400000.0,2779700000.0,,2535300000.0,2490400000.0,2312100000.0,,1043300000.0,1250800000.0,1000800000.0,,1054700000.0,1259200000.0,1009300000.0,,29.77,13.65,4.34,,1145900000.0,565700000.0,202200000.0,,2329600000.0,2412400000.0,2027500000.0,AMG,58500000.0,2937500000.0,1793800000.0,919500000.0,929100000.0,0.31,15700000.0,2239600000.0
,534000000.0,558300000.0,578300000.0,,3661000000.0,6700000000.0,9409000000.0,,38945000000.0,33309000000.0,32986000000.0,,8785000000.0,9261000000.0,10497000000.0,,9721000000.0,9261000000.0,10497000000.0,,12.18,10.34,12.4,,6552000000.0,5893000000.0,7264000000.0,,26323000000.0,25979000000.0,25424000000.0,AMGN,591400000.0,9673000000.0,29903000000.0,9150000000.0,9150000000.0,12.96,7842000000.0,23362000000.0
,353516901.0,337997791.0,316656460.0,,6495987000.0,6059571000.0,5789094000.0,,4515998000.0,3880478000.0,2817412000.0,,526739000.0,472649000.0,369281000.0,,665518000.0,595200000.0,474100000.0,,0.72,0.42,0.28,,273138000.0,189092000.0,140374000.0,,1490534000.0,1303882000.0,1182836000.0,AMH,300742674.0,5335426000.0,2833497000.0,386406000.0,457887000.0,0.29,141039000.0,1143378000.0
,73847596.0,73562717.0,72459255.0,,1126366000.0,1009386000.0,905073000.0,,140062000.0,143316000.0,106820000.0,,101244000.0,94325000.0,47882000.0,,140301000.0,128977000.0,76947000.0,,1.4,0.36,-0.12,,103261000.0,25671000.0,-7812000.0,,618306000.0,530299000.0,432079000.0,AMK,72390080.0,858861000.0,121692000.0,31116000.0,53612000.0,-0.01,-420000.0,417936000.0
,291249000.0,290466000.0,288923000.0,,3668752000.0,2942276000.0,2325699000.0,,1379070000.0,1286166000.0,1238766000.0,,190462000.0,341516000.0,217012000.0,,1098756000.0,1121295000.0,770033000.0,,3.13,2.64,1.4,,765823000.0,642995000.0,338138000.0,,7091585000.0,6138329000.0,5050589000.0,AMKR,286877000.0,1963739000.0,1541341000.0,91417000.0,563850000.0,0.5,120888000.0,4052650000.0
214088980.0,204280109.0,125520736.0,80951935.0,192390067.0,190801443.0,15636847.0,1005714.0,226289.0,1179653.0,1139269.0,35000.0,-24419267.0,-13470429.0,-9109905.0,-2800087.0,-24401606.0,-13429215.0,-9091243.0,-2800087.0,-0.17,-0.13,-0.12,-0.19,-35666542.0,-23546760.0,-12961475.0,-12469132.0,0.0,0.0,0.0,0.0,AMLI,,,,,,,,
,66512011.0,55216013.0,55216013.0,,340607000.0,-151168000.0,-66725000.0,,6277000.0,,1425000.0,,-182397000.0,-75152000.0,-36848000.0,,-179871000.0,-74799000.0,-36697000.0,,-3.39,-1.592491,-0.920101,,-198375000.0,-87931000.0,-42280000.0,,22230000.0,0.0,0.0,AMLX,55216013.0,-25357000.0,14931000.0,-10687000.0,-10687000.0,-0.301106,-13716000.0,0.0
,50109000.0,49849000.0,49614000.0,,1043634000.0,1162027000.0,819677000.0,,860955000.0,867069000.0,955481000.0,,653733000.0,305356000.0,256826000.0,,653733000.0,305356000.0,256826000.0,,9.96,6.87,1.49,,444050000.0,327388000.0,70665000.0,,5243242000.0,3984235000.0,2393714000.0,AMN,49283000.0,736742000.0,722311000.0,224862000.0,224862000.0,2.44,113988000.0,2222107000.0
,10608781.0,10766967.0,10982367.0,,321174000.0,354792000.0,337894000.0,,128865000.0,28232000.0,35630000.0,,46745000.0,50095000.0,20982000.0,,47941000.0,51095000.0,23676000.0,,3.23,4.0,2.74,,34428000.0,43526000.0,30045000.0,,109273000.0,112307000.0,100773000.0,AMNB,11071540.0,320258000.0,35546000.0,29125000.0,32680000.0,1.99,20906000.0,92724000.0
,335864062.0,334828117.0,332390132.0,,3613000000.0,5685000000.0,5867000000.0,,5385000000.0,5196000000.0,4944000000.0,,4225000000.0,3205000000.0,4476000000.0,,4407000000.0,3325000000.0,4623000000.0,,22.99,23.53,12.39,,2559000000.0,2760000000.0,1534000000.0,,14271000000.0,13489000000.0,11899000000.0,AMP,329842827.0,5729000000.0,4926000000.0,2198000000.0,2341000000.0,14.12,1893000000.0,12754000000.0
,15102877.0,757751.0,12891933.0,,11789000.0,27284000.0,17512000.0,,614000.0,925000.0,1209000.0,,-21128000.0,-14186000.0,-14792000.0,,-21128000.0,-14089000.0,-14729000.0,,-21.6,-27.0,-27.0,,-16337000.0,-17075000.0,-15894000.0,,0.0,0.0,0.0,AMPE,10576317.0,6443000.0,1469000.0,-15405000.0,-15383000.0,-30.0,-13630000.0,0.0
,9634613.0,9582113.0,4839448.0,,28755512.0,29033493.0,440282.0,,4672082.0,1568414.0,2242389.0,,-4161007.0,-3262689.0,-593104.0,,-3425246.0,-2199013.0,-521485.0,,-0.07,-0.53,-0.37,,-677107.0,-4758805.0,-1025559.0,,19394492.0,5275434.0,3458081.0,AMPG,2454316.0,1093673.0,2076554.0,-32668.0,-20015.0,0.002447,5945.0,3122630.0
,58110231.0,56440202.0,54760922.0,,528658000.0,445522000.0,402306000.0,,102582000.0,104663000.0,67270000.0,,65147000.0,70538000.0,23411000.0,,89181000.0,97994000.0,57266000.0,,1.88,1.3,0.03,,91386000.0,62116000.0,1403000.0,,498987000.0,437768000.0,349846000.0,AMPH,52495483.0,381366000.0,66625000.0,207000.0,41762000.0,1.04,48939000.0,322357000.0
,114199000.0,109876000.0,109876000.0,,294969000.0,306547000.0,-67120000.0,,7093000.0,,,,-11193000.0,-34935000.0,-12600000.0,,-5384000.0,-31713000.0,-10392000.0,,-0.84,-1.46,-0.247294,,-93377000.0,-74983000.0,-24567000.0,,238067000.0,167261000.0,102464000.0,AMPL,102444655.0,-62879000.0,,-16684000.0,-16036000.0,-0.337557,-33534000.0,68442000.0
,158904401.0,153648830.0,153648830.0,,424101000.0,304918000.0,124979000.0,,762720000.0,545980000.0,389143000.0,,-55905000.0,-18245000.0,-47762000.0,,35242000.0,23704000.0,12296000.0,,0.36,0.06,0.043508,,55437000.0,5906000.0,6793000.0,,101163000.0,71800000.0,45278000.0,AMPS,,,,,,,,
,84610114.0,84168916.0,84168916.0,,73033000.0,13858000.0,1169000.0,,3022000.0,,743000.0,,-15363000.0,-8625000.0,-5571000.0,,-13882000.0,-8016000.0,-5044000.0,,-0.24,-0.117573,-0.088132,,-17332000.0,-9896000.0,-7418000.0,,4409000.0,2772000.0,4679000.0,AMPX,,,,,,,,
,38459731.0,38024142.0,37663509.0,,-4565000.0,-64841000.0,-33737000.0,,190000000.0,230000000.0,272018000.0,,29664000.0,33136000.0,38440000.0,,64485000.0,62969000.0,74330000.0,,1.44,-0.84,-12.34,,57875000.0,-32070000.0,-464030000.0,,458456000.0,342916000.0,202144000.0,AMPY,37566540.0,434207000.0,301226000.0,-26507000.0,47283000.0,-1.2,-35197000.0,275575000.0
,21700000.0,20800443.0,20608838.0,,1429755000.0,546909000.0,200102000.0,,10975000.0,448551000.0,582527000.0,,1319696000.0,91643000.0,-24754000.0,,1484005000.0,174943000.0,129236000.0,,82.82,15.66,-24.42,,1448545000.0,288790000.0,-446899000.0,,4101592000.0,2258586000.0,1416187000.0,AMR,20500000.0,696122000.0,592966000.0,-60531000.0,131880000.0,-16.82,-316319000.0,2290260000.0
,54050157.0,53818104.0,50326449.0,,824029000.0,704264000.0,492813000.0,,937646000.0,497529000.0,422442000.0,,-666187000.0,-356071000.0,-285340000.0,,-338288000.0,-172296000.0,-102583000.0,,1.83,1.38,1.13,,94926000.0,70458000.0,54052000.0,,1824422000.0,1215697000.0,1032275000.0,AMRC,49331345.0,428856000.0,371053000.0,-336921000.0,-196293000.0,0.95,44436000.0,866933000.0
23672122.0,23379888.0,22459314.0,14063000.0,599123000.0,488609000.0,362623000.0,101004000.0,666139000.0,315045000.0,283540000.0,231319000.0,-40106000.0,-92445000.0,-54767000.0,46949000.0,-30323000.0,-89166000.0,-52654000.0,47935000.0,6.68,5.81,9.57,2.17,156360000.0,132536000.0,159637000.0,30509000.0,9322407000.0,8159254000.0,7613015000.0,5461094000.0,AMRK,,,,,,,,
,412333087.0,404084775.0,398425000.0,,595333000.0,667099000.0,627505000.0,,10015000.0,8576000.0,9153000.0,,-180691000.0,-66537000.0,-21998000.0,,-180092000.0,-66537000.0,-21746000.0,,-0.26,0.02,-0.05,,-105803000.0,7729000.0,-18000000.0,,369193000.0,583187000.0,614060000.0,AMRN,365014893.0,608263000.0,59573000.0,-11844000.0,-9366000.0,-0.07,-22645000.0,429755000.0
,151490000.0,149413000.0,147674000.0,,183979000.0,366973000.0,344932000.0,,2845135000.0,2876056000.0,2940808000.0,,-25495000.0,189181000.0,312815000.0,,65100000.0,241820000.0,379001000.0,,-0.86,0.07,0.62,,-129986000.0,10624000.0,91059000.0,,2212304000.0,2093669000.0,1992523000.0,AMRX,147070000.0,346788000.0,2766067000.0,-95726000.0,1705000.0,-2.74,-361917000.0,1626373000.0
,6184000.0,6049000.0,5791000.0,,21625000.0,24239000.0,19274000.0,,14315000.0,16132000.0,14402000.0,,6847000.0,4593000.0,9290000.0,,7235000.0,6267000.0,9745000.0,,0.21,0.03,-1.14,,1328000.0,194000.0,-7058000.0,,19746000.0,17628000.0,17837000.0,AMS,5817000.0,31811000.0,16947000.0,7057000.0,8047000.0,0.11,659000.0,20605000.0
29937119.0,28919990.0,27988536.0,22902288.0,81797000.0,109389000.0,116592000.0,72219000.0,3082000.0,3802000.0,3858000.0,3439000.0,-23721000.0,-19915000.0,-10445000.0,-21127000.0,-22485000.0,-18977000.0,-8681000.0,-16497000.0,-1.26,-0.71,-0.95,-0.81,-35041000.0,-19193000.0,-22678000.0,-17096000.0,105984000.0,108435000.0,87125000.0,63838000.0,AMSC,,,,,,,,
38728829.0,38227282.0,37451153.0,36822236.0,139334000.0,132976000.0,122391000.0,119897000.0,476000.0,1002000.0,1560000.0,2187000.0,-3398000.0,28086000.0,16458000.0,21916000.0,524000.0,29020000.0,17756000.0,25506000.0,0.31,0.38,0.25,0.21,10421000.0,12782000.0,8089000.0,6742000.0,123659000.0,127553000.0,111408000.0,115466000.0,AMSWA,,,,,,,,
,476623238.0,466686781.0,455244765.0,,5572400000.0,5081200000.0,4093500000.0,,47051000000.0,52008600000.0,36711800000.0,,1822600000.0,3443200000.0,2849700000.0,,3696200000.0,4819900000.0,3881400000.0,,3.83,5.69,3.81,,1765800000.0,2567700000.0,1690600000.0,,10711100000.0,9356900000.0,8041500000.0,AMT,453541000.0,5055400000.0,31060300000.0,2761300000.0,3752600000.0,4.27,1887800000.0,7580300000.0
,33815161.0,35883320.0,41375153.0,,707816000.0,834483000.0,783421000.0,,1199305000.0,932649000.0,1172755000.0,,-59789000.0,60854000.0,51674000.0,,-49160000.0,67431000.0,57247000.0,,1.87,3.04,-0.04,,63310000.0,112921000.0,-1722000.0,,266665000.0,205141000.0,263095000.0,AMTB,46739632.0,834701000.0,1327246000.0,64130000.0,78392000.0,1.21,51334000.0,271084000.0
,377604189.0,245611479.0,245611479.0,,7569385826.0,5773376854.0,9724175595.0,,160479101.0,500840884.0,335558429.0,,209210856.0,434759598.0,1993866525.0,,209223704.0,434759598.0,1993977259.0,,7.42,9.62,8.68,,1232978666.0,1222194927.0,1138960984.0,,1371881012.0,1397844217.0,1118540173.0,AMTD,245611479.0,6828494944.0,413718128.0,709486279.0,709499989.0,8.68,938272885.0,1204174011.0
,39181801.0,38619957.0,35121360.0,,60838000.0,163587000.0,131673000.0,,36121000.0,39773000.0,636000.0,,-98052000.0,-84473000.0,-64209000.0,,-93900000.0,-82609000.0,-58894000.0,,-3.25,-2.67,-2.91,,-126325000.0,-100287000.0,-66564000.0,,0.0,0.0,0.0,AMTI,31400624.0,-71702000.0,,-29120000.0,-26967000.0,-1.311417,-28043000.0,0.0
,35869000.0,33461000.0,22830000.0,,-201854000.0,-120238000.0,-184744000.0,,49219000.0,22778000.0,59515000.0,,-62023000.0,-47299000.0,-16860000.0,,-22866000.0,-20647000.0,2480000.0,,-3.12,-1.54,-1.74,,-107758000.0,-47147000.0,-36659000.0,,256513000.0,211949000.0,165557000.0,AMTX,20570000.0,-154372000.0,22740000.0,-10612000.0,-2034000.0,-1.75,-35716000.0,201998000.0
16635295.0,16570619.0,16801101.0,16926537.0,873788000.0,772883000.0,742896000.0,700538000.0,477807000.0,626065000.0,651394000.0,728487000.0,196727000.0,24445000.0,151763000.0,177542000.0,196727000.0,24445000.0,151763000.0,177542000.0,5.64,-1.79,3.61,4.36,93723000.0,-29722000.0,58763000.0,74861000.0,2066200000.0,1857186000.0,1744014000.0,1650333000.0,AMWD,,,,,,,,
,277139679.0,261871587.0,236341034.0,,1063877000.0,1239258000.0,1224132000.0,,14844000.0,16612000.0,7653000.0,,-202770000.0,-142096000.0,-115782000.0,,-192323000.0,-141537000.0,-112464000.0,,-0.99,-0.69,-2.27,,-270429000.0,-176334000.0,-224432000.0,,277190000.0,252789000.0,245265000.0,AMWL,220164563.0,-307123000.0,13396000.0,-83230000.0,-81892000.0,-0.512736,-87190000.0,148857000.0
,63325000000.0,66639000000.0,66862000000.0,,373804704000.0,457644000000.0,237888000000.0,,134148811000.0,662603000000.0,737710000000.0,,70157543000.0,100110699000.0,151272554000.0,,228011499000.0,258181638000.0,280827543000.0,,23.8,58.831915,14.014837,,76159391000.0,196025000000.0,46853000000.0,,844501397000.0,855535000000.0,1016887000000.0,AMX,66005196738.0,226907000000.0,744851000000.0,82431277000.0,234278468000.0,20.52293,67731000000.0,1007348000000.0
,10757000000.0,10640000000.0,10540000000.0,,146043000000.0,138245000000.0,93404000000.0,,140118000000.0,116395000000.0,84389000000.0,,-16893000000.0,-14726000000.0,25924000000.0,,46752000000.0,46327000000.0,66064000000.0,,-0.27,3.298,2.132,,-2722000000.0,33364000000.0,21331000000.0,,513983000000.0,469822000000.0,386064000000.0,AMZN,10420000000.0,62060000000.0,63205000000.0,21653000000.0,38514000000.0,1.173,11588000000.0,280522000000.0
,63562149.0,86562149.0,102562149.0,,2047800000.0,2377000000.0,3235700000.0,,6418800000.0,4953900000.0,5186600000.0,,1339100000.0,1412000000.0,1051600000.0,,1668100000.0,1627700000.0,1207600000.0,,24.292769,18.306667,4.302142,,1377400000.0,1373000000.0,381600000.0,,26985000000.0,25844000000.0,20390000000.0,AN,102562149.0,3162100000.0,6052100000.0,499900000.0,769200000.0,4.972376,450000000.0,21335700000.0
,28513000.0,27647000.0,27356000.0,,262103000.0,356428000.0,396731000.0,,19450000.0,20955000.0,342000.0,,-73951000.0,-47286000.0,-14726000.0,,-73593000.0,-45920000.0,-14157000.0,,-4.57,-2.11,-0.73,,-128724000.0,-57796000.0,-19931000.0,,10287000.0,63175000.0,75000000.0,ANAB,27255000.0,405008000.0,2246000.0,-70322000.0,-69517000.0,-3.6,-97336000.0,8000000.0
,34064000.0,33870000.0,33599000.0,,1429769000.0,1072425000.0,1160660000.0,,912395000.0,1165857000.0,1432895000.0,,147375000.0,-132855000.0,-179318000.0,,287117000.0,-51050000.0,-74432000.0,,3.89,3.12,0.23,,131080000.0,103986000.0,7710000.0,,17325384000.0,12612050000.0,8208436000.0,ANDE,33550000.0,1200817000.0,1277269000.0,78085000.0,348562000.0,0.56,18307000.0,8170191000.0
25633217.0,23344567.0,23344567.0,23266343.0,10601350.0,15066900.0,21411858.0,-171137.0,,,,201286.0,-9683133.0,-5437174.0,-4871189.0,,-9683133.0,-5437174.0,-4871189.0,,-0.47,-0.29,-2.83,,-11732338.0,-6825619.0,-30252554.0,,0.0,0.0,0.0,,ANEB,,,,,,,,
,306890000.0,307681000.0,304696000.0,,4885820000.0,3978600000.0,3320291000.0,,43964000.0,56527000.0,72397000.0,,448169000.0,951120000.0,719730000.0,,492813000.0,1015856000.0,735114000.0,,4.41,2.74,2.09,,1352446000.0,840854000.0,634557000.0,,4381310000.0,2948037000.0,2317512000.0,ANET,305556000.0,2894686000.0,83022000.0,947283000.0,963034000.0,2.82,859867000.0,2410706000.0
103300000.0,103300000.0,103300000.0,103300000.0,694841000.0,826090000.0,936628000.0,1058810000.0,1224192000.0,1223661000.0,1550344000.0,1767426000.0,-166909000.0,177018000.0,303008000.0,97901000.0,-2343000.0,273997000.0,404918000.0,300685000.0,0.06,4.41,-1.82,0.61,2816000.0,263010000.0,-114021000.0,39358000.0,3697751000.0,3712768000.0,3125384000.0,3623073000.0,ANF,,,,,,,,
,26005654.0,25768967.0,25768967.0,,-5115004.0,-26842475.0,-17055553.0,,360800.0,18784434.0,13061707.0,,-11074061.0,-15230718.0,-726149.0,,84663.0,-13887941.0,171157.0,,-2.35,-0.690236,-0.21677,,-61019350.0,-17786681.0,-5585948.0,,48482015.0,35504392.0,30518356.0,ANGH,25768967.0,-11933115.0,6255767.0,-1935881.0,-939958.0,-0.261777,-6745735.0,31227649.0
,524829000.0,521764000.0,516100000.0,,1048384000.0,1134619000.0,1272290000.0,,495284000.0,494552000.0,712277000.0,,-89283000.0,-64006000.0,135931000.0,,27069000.0,6209000.0,188419000.0,,-0.26,-0.14,-0.01,,-128450000.0,-71378000.0,-6283000.0,,1891524000.0,1685438000.0,1467925000.0,ANGI,508577000.0,1314288000.0,245696000.0,145357000.0,214161000.0,0.07,34829000.0,1326205000.0
39981422.0,39541173.0,38920951.0,38448536.0,378296000.0,424489000.0,439457000.0,455872000.0,49818000.0,33783000.0,20000000.0,40836000.0,-4274000.0,-11491000.0,10382000.0,-22139000.0,78000.0,-7194000.0,24093000.0,-14554000.0,-1.33,-0.68,-0.82,-4.39,-52442000.0,-26547000.0,-31548000.0,-165787000.0,338752000.0,316219000.0,291010000.0,264157000.0,ANGO,,,,,,,,
,14607000.0,14436000.0,14329000.0,,285563000.0,287085000.0,272400000.0,,28817000.0,19240000.0,20879000.0,,-3077000.0,3254000.0,11437000.0,,4409000.0,8397000.0,13065000.0,,-1.02,0.29,-1.69,,-14859000.0,4134000.0,-23982000.0,,156236000.0,147794000.0,130457000.0,ANIK,14308000.0,288378000.0,21367000.0,34178000.0,37005000.0,1.93,27193000.0,114610000.0
,17643497.0,16912401.0,12429916.0,,338540000.0,358740000.0,195700000.0,,286519000.0,287370000.0,185686000.0,,-47658000.0,-20316000.0,-53055000.0,,-31203000.0,3322000.0,15267000.0,,-3.05,-3.4,-1.88,,-47896000.0,-42603000.0,-22548000.0,,316385000.0,216136000.0,208475000.0,ANIP,12104875.0,212791000.0,185749000.0,18082000.0,45631000.0,0.51,6094000.0,206547000.0
,30913902.0,30050894.0,24248695.0,,29047000.0,35437300.0,8761356.0,,221000.0,259479.0,55198.0,,-6492000.0,-4936881.0,-6191462.0,,-6492000.0,-4936881.0,-6175671.0,,-0.45,-0.45,-0.45,,-13595000.0,-12954400.0,-10018355.0,,0.0,512500.0,0.0,ANIX,,,,,,,,
,111983414.0,111983414.0,,,-241293000.0,-185428000.0,,,6544000.0,13345000.0,,,-44491000.0,-4154000.0,,,-43223000.0,-3034000.0,,,-1.593213,-1.535978,,,-58790000.0,-56678000.0,,,0.0,45726000.0,,ANL,,,,,,,,
,47722995.0,38560854.0,38157618.0,,231194000.0,231909000.0,344278000.0,,32858000.0,34589000.0,,,-122835000.0,-107764000.0,-53551000.0,,-116309000.0,-106110000.0,-53087000.0,,-2.6,-3.4,-4.15,,-141947000.0,-130323000.0,-63412000.0,,0.0,0.0,0.0,ANNX,31258687.0,43530000.0,,-28625000.0,-28358000.0,-2.917984,-37183000.0,0.0
,95267307.0,95267307.0,95266320.0,,4865851000.0,4484048000.0,4097872000.0,,753574000.0,753576000.0,798118000.0,,606633000.0,526464000.0,511940000.0,,631003000.0,549482000.0,547310000.0,,6.02,5.22,5.05,,523710000.0,454627000.0,433887000.0,,2065553000.0,1906715000.0,1681297000.0,ANSS,94627585.0,3453379000.0,423531000.0,454996000.0,499936000.0,5.36,451295000.0,1515892000.0
,8923683.0,4499654.0,3789333.0,,45762000.0,24499000.0,31623000.0,,14015000.0,15195000.0,10811000.0,,614000.0,-4975000.0,-5638000.0,,614000.0,-4975000.0,-5555000.0,,-1.71,-3.95,2.39,,-13335000.0,-17335000.0,7527000.0,,2868000.0,11677000.0,23434000.0,ANTE,3192425.0,20464000.0,4167000.0,-17721000.0,-14916000.0,-10.0,-31477000.0,26022000.0
,19402658.0,18712658.0,18139786.0,,95372000.0,-47411000.0,-20319000.0,,53000.0,,,,-33462000.0,-20484000.0,-5364000.0,,-33462000.0,-20484000.0,-5364000.0,,-2.79,-1.546766,-0.968345,,-40956000.0,-21543000.0,-13603000.0,,0.0,0.0,0.0,ANTX,,,,,,,,
