Share_Issued_2023,Share_Issued_2022,Share_Issued_2021,Share_Issued_2020,Share_Issued_2019,Stockholders_Equity_2023,Stockholders_Equity_2022,Stockholders_Equity_2021,Stockholders_Equity_2020,Stockholders_Equity_2019,Total_Debt_2023,Total_Debt_2022,Total_Debt_2021,Total_Debt_2020,Total_Debt_2019,Free_Cash_Flow_2023,Free_Cash_Flow_2022,Free_Cash_Flow_2021,Free_Cash_Flow_2020,Free_Cash_Flow_2019,Operating_Cash_Flow_2023,Operating_Cash_Flow_2022,Operating_Cash_Flow_2021,Operating_Cash_Flow_2020,Operating_Cash_Flow_2019,Basic_EPS_2023,Basic_EPS_2022,Basic_EPS_2021,Basic_EPS_2020,Net_Income_2023,Net_Income_2022,Net_Income_2021,Net_Income_2020,Total_Revenue_2023,Total_Revenue_2022,Total_Revenue_2021,Total_Revenue_2020,ticker,Basic_EPS_2019,Net_Income_2019,Total_Revenue_2019,Share_Issued_2024,Stockholders_Equity_2024,Total_Debt_2024,Free_Cash_Flow_2024,Operating_Cash_Flow_2024,Basic_EPS_2024,Net_Income_2024,Total_Revenue_2024
33555000.0,33150000.0,32894000.0,,,230407000.0,225870000.0,193461000.0,,,199885000.0,190245000.0,237367000.0,,,-28461000.0,81629000.0,38488000.0,,,-1396000.0,91981000.0,50751000.0,,,0.07,0.91,0.42,,2304000.0,29702000.0,13577000.0,,653307000.0,698584000.0,638783000.0,,DLTH,,,,34542200.0,225230000.0,186227000.0,-10413000.0,38673000.0,-0.28,-9356000.0,646681000.0
221222984.0,225100198.0,233383199.0,,,8751500000.0,7718500000.0,7285300000.0,,,10126500000.0,9970300000.0,9639900000.0,,,361000000.0,408700000.0,1817500000.0,,,1614800000.0,1431500000.0,2716300000.0,,,7.24,5.83,5.68,,1615400000.0,1327900000.0,1341900000.0,,28331700000.0,26321200000.0,25509300000.0,,DLTR,,,,217907206.0,7313100000.0,10386900000.0,576900000.0,2684500000.0,-4.55,-998400000.0,30603800000.0
43743000.0,43204000.0,42679000.0,41973000.0,,604094000.0,603809000.0,574318000.0,513251000.0,,1665253000.0,1705981000.0,1754245000.0,879933000.0,,97620000.0,86933000.0,101681000.0,143833000.0,,198367000.0,191531000.0,210821000.0,217553000.0,,0.596667,1.513749,1.466764,0.209659,26120000.0,65395000.0,62633000.0,5244000.0,2192260000.0,2238010000.0,2022197000.0,1790781000.0,DLX,,,,,,,,,,,
47945779.0,47945779.0,47945779.0,47945779.0,,722995904.0,729926221.0,969486817.0,915498248.0,,185000000.0,225000000.0,325000000.0,250000000.0,,109315884.0,167112871.0,-7879900.0,-1175207977.0,,109315884.0,167112871.0,-7879900.0,-1175207977.0,,,-3.6,2.53,-0.21,60212952.0,-172417327.0,121131838.0,-9778529.0,61289930.0,-171291474.0,122467654.0,-8772348.0,DLY,,,,,,,,,,,
32527741.0,31823510.0,31173785.0,22675672.0,,241652000.0,527502000.0,1248350000.0,515925000.0,,143954000.0,136319000.0,19977000.0,13016000.0,,-117757000.0,-193048000.0,-183951000.0,-82004000.0,,-114995000.0,-181531000.0,-155048000.0,-80575000.0,,-10.0,-23.5,-9.2,-2.2,-323271000.0,-740343000.0,-240334000.0,-34015000.0,189698000.0,209023000.0,112408000.0,16470000.0,DM,,,,,,,,,,,
8963239.0,8963239.0,,,,94629803.0,105522487.0,,,,15000000.0,15000000.0,,,,5843396.0,9623293.0,,,,5843396.0,9623293.0,,,,-0.87,0.23,,,-7789031.0,1618488.0,,,-7004101.0,2379753.0,,,DMA,,,,8963239.0,100067291.0,14975863.0,2841471.0,2841471.0,,6867124.0,7488766.0
37958000.0,26443067.0,26443067.0,18746157.0,,51057000.0,31827000.0,44024000.0,26014000.0,,400000.0,469000.0,52000.0,118000.0,,-18752000.0,-11592000.0,-12274000.0,-9232000.0,,-18728000.0,-11511000.0,-12252000.0,-9185000.0,,-0.6,-0.52,-0.65,-0.78,-19381000.0,-13676000.0,-13592000.0,-12292000.0,0.0,0.0,0.0,0.0,DMAC,,,,,,,,,,,
18405973.0,18398995.0,18389243.0,,,215285552.0,255086404.0,264941089.0,,,38130000.0,48640000.0,59890000.0,,,14524152.0,30309613.0,12827702.0,,,14524152.0,30309613.0,12827702.0,,,-1.58,0.09,-0.01,1.95,-29139127.0,1700836.0,-224771.0,,-28792676.0,2115031.0,274373.0,,DMB,,,,18405973.0,221945334.0,24895000.0,25464592.0,25464592.0,,14758410.0,15136740.0
20757267.0,20757267.0,20755331.0,20750798.0,,141654189.0,143952089.0,192789719.0,187702714.0,,47127093.0,57244592.0,67429592.0,71179592.0,,13130746.0,18574468.0,12238443.0,10322138.0,,13130746.0,18574468.0,12238443.0,10322138.0,,,-1.99,0.66,0.11,3399213.0,-41413845.0,13795877.0,2726906.0,3770523.0,-41005938.0,14159439.0,3083982.0,DMF,0.88,,,,,,,,,,
39583243.0,38371493.0,36984774.0,34679774.0,,0.0,0.0,0.0,0.0,,1313000.0,1594000.0,1885000.0,2185000.0,,139842000.0,147052000.0,70305000.0,39406000.0,,139842000.0,147052000.0,70305000.0,39406000.0,,2.85,3.35,1.94,0.61,114117000.0,130607000.0,70174000.0,21867000.0,163799000.0,170800000.0,93423000.0,46928000.0,DMLP,,,,,,,,,,,
11383541.0,11397523.0,11465251.0,11027114.0,,137165750.0,138090927.0,176510387.0,165015907.0,,100000000.0,93263000.0,84919000.0,52637000.0,,9107141.0,6842065.0,-23956167.0,54964433.0,,9107141.0,6842065.0,-23956167.0,54964433.0,,,-2.05,1.79,-2.97,13792676.0,-23478501.0,19772812.0,-29827112.0,14356337.0,-23304363.0,19703080.0,-29660944.0,DMO,2.16,,,,,,,,,,
20379000.0,20260000.0,16940000.0,16735000.0,,61927000.0,97590000.0,55380000.0,83839000.0,,5994000.0,5977000.0,1028000.0,6837000.0,,-22735000.0,-45875000.0,-27688000.0,-21570000.0,,-21995000.0,-44408000.0,-26116000.0,-19938000.0,,-2.26,-3.12,-2.11,-3.41,-45959000.0,-59798000.0,-34759000.0,-32537000.0,34851000.0,30197000.0,26520000.0,23990000.0,DMRC,,,,,,,,,,,
7898750.0,7898750.0,,,,61480950.0,59184019.0,,,,947850.0,947850.0,,,,-600342.0,,,,,-600342.0,,,,,0.29,,,,2296931.0,,,,0.0,,,,DMYY,,,,,,,,,,,
50032875.0,47299399.0,40284803.0,1485061236.0,,1097152000.0,1736277000.0,1505365000.0,461376000.0,,241768000.0,442588000.0,23030000.0,17003000.0,,-336301000.0,-304469000.0,-310339000.0,-193651000.0,,-295500000.0,-252198000.0,-253818000.0,-135830000.0,,-18.4,-50.0,-54.0,-0.085255,-892869000.0,-2104929000.0,-1830047000.0,-126609000.0,251455000.0,477706000.0,313837000.0,76657000.0,DNA,,,,,,,,,,,
439735256.0,436604447.0,432070999.0,423418131.0,,3419100000.0,3499300000.0,3681200000.0,3525600000.0,,3594000000.0,3646500000.0,3830200000.0,3367000000.0,,252800000.0,319200000.0,323300000.0,82500000.0,,452200000.0,537100000.0,503700000.0,205500000.0,,-0.11,-0.01,-0.17,-0.48,-47000000.0,-2300000.0,-71700000.0,-116500000.0,2314000000.0,2224600000.0,2165600000.0,1738700000.0,DNB,,,,,,,,,,,
138385498.0,135965918.0,122283305.0,120531333.0,,1030954000.0,1042430000.0,962291000.0,1150531000.0,,52241000.0,60350000.0,64007000.0,68865000.0,,-370930000.0,-262549000.0,-219889000.0,413057000.0,,-357991000.0,-244716000.0,-211389000.0,416152000.0,,-1.06,-2.6,-2.39,0.65,-145224000.0,-325991000.0,-290581000.0,71136000.0,330531000.0,108463000.0,48661000.0,335659000.0,DNLI,,,,,,,,,,,
102832103.0,101804454.0,100687820.0,84535640.0,,278020000.0,377612000.0,500265000.0,356044000.0,,408068000.0,313821000.0,287321000.0,83762000.0,,-74949000.0,-226323000.0,-248374000.0,-52065000.0,,-47264000.0,-61837000.0,-62963000.0,-13797000.0,,-1.52,-1.78,-0.65,-0.14873,-155473000.0,-179758000.0,-60107000.0,-8853000.0,46684000.0,53218000.0,58749000.0,47333000.0,DNMR,,,,,,,,,,,
106257565.0,110369266.0,110558831.0,109951610.0,,1060000000.0,842000000.0,711000000.0,699000000.0,,41000000.0,38000000.0,32000000.0,47000000.0,,171000000.0,-9000000.0,25000000.0,181000000.0,,188000000.0,0.0,30000000.0,189000000.0,,2.26,1.14,0.05,-3.91,247000000.0,128000000.0,5000000.0,-427000000.0,2321000000.0,2136000000.0,1632000000.0,1619000000.0,DNOW,,,,,,,,,,,
362535888.0,354377900.0,343465990.0,308032100.0,,2684320213.0,3066910699.0,3243964731.0,2660567297.0,,972343493.0,896977325.0,896562642.0,698147958.0,,174153385.0,182224827.0,152765588.0,194290935.0,,174153385.0,182224827.0,152765588.0,194290935.0,,,-0.01,1.58,-1.08,-185918215.0,-21806565.0,521288825.0,-338013078.0,-176871187.0,-12821017.0,529570995.0,-329895922.0,DNP,2.22,,,,,,,,,,
14817696.0,14817700.0,14817700.0,,,168870000.0,73656000.0,-17249000.0,,,585000.0,788000.0,0.0,,,-36971000.0,-29209000.0,-9937000.0,,,-36861000.0,-29070000.0,-9904000.0,,,-8.45,-1.921756,-0.884685,,-43555000.0,-28476000.0,-13109000.0,,2826000.0,6417000.0,1476000.0,,DNTH,,,,,,,,,,,
168628000.0,168137000.0,167250855.0,160890354.0,,1169683000.0,1196332000.0,1231589000.0,684684000.0,,1396194000.0,1235005000.0,1182457000.0,1593410000.0,,-75883000.0,28101000.0,21727000.0,-69151000.0,,45544000.0,139818000.0,141224000.0,28675000.0,,-0.23,-0.1,-0.18,-0.405555,-37925000.0,-15622000.0,-24506000.0,-64301000.0,1686104000.0,1529898000.0,1384391000.0,1122036000.0,DNUT,,,,,,,,,,,
103189002.0,101884000.0,100075000.0,,,644851000.0,679670000.0,767705000.0,,,671111000.0,522482000.0,446462000.0,,,-119669000.0,-51159000.0,,-181149000.0,,11780000.0,8864000.0,,8379000.0,,-0.438988,-1.03,,-12.539642,-44706000.0,-103211000.0,,-1254904000.0,1056179000.0,841278000.0,,733687000.0,DO,,,,,,,,,,,
547156311.0,546641973.0,539096879.0,538405393.0,,6350446000.0,6654701000.0,6515470000.0,6733723000.0,,7083042000.0,6706128000.0,6374536000.0,6477874000.0,,956242000.0,900261000.0,795248000.0,758431000.0,,956242000.0,900261000.0,795248000.0,758431000.0,,0.56,0.92,0.93,0.77,306009000.0,500449000.0,505540000.0,413563000.0,2181003000.0,2061178000.0,1896184000.0,1644875000.0,DOC,,,,,,,,,,,
90243442.0,96732507.0,109175863.0,105303340.0,,-313698000.0,47569000.0,578197000.0,-72094000.0,,1655500000.0,1635395000.0,1462676000.0,259683000.0,,110129000.0,74935000.0,24010000.0,-57348000.0,,234942000.0,195152000.0,133109000.0,58458000.0,,0.22,-0.24,-0.21,-0.413738,19409000.0,-27804000.0,-19503000.0,-43568000.0,692884000.0,576322000.0,428561000.0,318380000.0,DOCN,,,,,,,,,,,
193941000.0,192398000.0,178207520.0,,,966116000.0,878594000.0,66743000.0,,,15637000.0,1089000.0,1254000.0,,,173418000.0,120878000.0,78363000.0,,,179602000.0,126575000.0,82973000.0,,,0.58,0.82,0.12096,,112818000.0,154783000.0,50210000.0,,419052000.0,343548000.0,206897000.0,,DOCS,,,,186561649.0,901397000.0,14546000.0,178295000.0,184096000.0,0.78,147582000.0,475422000.0
201914000.0,198841000.0,192812000.0,,,617287000.0,275503000.0,325737000.0,,,888290000.0,882231000.0,915753000.0,,,429105000.0,445071000.0,214559000.0,,,506759000.0,506467000.0,296954000.0,,,-0.49,-0.36,-1.31,,-97454000.0,-69976000.0,-243267000.0,,2515915000.0,2107213000.0,1453047000.0,,DOCU,,,,205344000.0,1129739000.0,143053000.0,887135000.0,979526000.0,0.36,73980000.0,2761882000.0
2006212.0,1963712.0,29624814.0,25913631.0,,76344331.0,88178547.0,64374393.0,50893259.0,,18466980.0,8101053.0,11355273.0,6613777.0,,-10422821.0,-9098814.0,-10693629.0,-11656745.0,,-8902265.0,6160458.0,3752232.0,-2212271.0,,-3.6,2.0,1.0,-6.6,-7200263.0,3235559.0,1512364.0,-8441559.0,17584454.0,27095197.0,24320121.0,19171358.0,DOGZ,,,,,,,,,,,
94929179.0,94899194.0,94877706.0,91637711.0,,1249520000.0,1161128000.0,1080589000.0,535009000.0,,1431085000.0,1537474000.0,1737748000.0,490966000.0,,220564000.0,238048000.0,-38033000.0,121371000.0,,298605000.0,323612000.0,20584000.0,144573000.0,,1.31,0.91,-0.1,0.563789,124063000.0,86496000.0,-7219000.0,52488000.0,8245268000.0,8024403000.0,5943739000.0,4345939000.0,DOLE,,,,,,,,,,,
13524203.0,13165919.0,12933912.0,12911499.0,,-25911000.0,81792000.0,350924000.0,188031000.0,,162925000.0,158167000.0,141769000.0,65532000.0,,-84765000.0,-222330000.0,-88498000.0,-26287000.0,,-76095000.0,-187416000.0,-56329000.0,-9274000.0,,-9.32,-23.25,-16.0,-2.718739,-124414000.0,-302209000.0,-113056000.0,-35103000.0,310943000.0,399978000.0,558043000.0,409814000.0,DOMA,,,,,,,,,,,
,5485096.0,5275367.0,2054130.0,283855.0,,73767000.0,101595000.0,29618000.0,10532000.0,,762000.0,0.0,,,,-12430000.0,-7220000.0,-5490000.0,-3377000.0,,-10597000.0,-6603000.0,-4021000.0,-3017000.0,,-4.91,-1.48,-7.48,,-22107000.0,-7171000.0,-12337000.0,,0.0,0.0,0.0,DOMH,-28.39,-4183000.0,9000.0,,,,,,,,
34837000.0,32994000.0,30535000.0,,,-146400000.0,-125978000.0,-83459000.0,,,128783000.0,124184000.0,104973000.0,,,-18886000.0,-6138000.0,-21683000.0,,,-10890000.0,379000.0,-15872000.0,,,-3.1,-3.19,-2.89,,-105551000.0,-102111000.0,-84634000.0,,308645000.0,257961000.0,210180000.0,,DOMO,,,,36919415.0,-153546000.0,129476000.0,-9177000.0,2583000.0,-2.1,-75569000.0,318989000.0
78906708.0,81035465.0,86544577.0,,,534900000.0,-135600000.0,-478700000.0,,,3016100000.0,2187400000.0,2649500000.0,,,-9900000.0,72300000.0,674300000.0,,,649500000.0,770000000.0,954200000.0,,,10.88,9.57,4.15,,863900000.0,793900000.0,363400000.0,,10033400000.0,7647900000.0,5952900000.0,,DOOO,,,,74956469.0,808900000.0,2951400000.0,1072300000.0,1658100000.0,9.63,743400000.0,10367000000.0
31299770.0,31430632.0,31607509.0,32168740.0,,1168203000.0,1042631000.0,932736000.0,853559000.0,,666886000.0,832548000.0,291803000.0,37083000.0,,164790000.0,3805000.0,80498000.0,136516000.0,,208758000.0,41688000.0,100338000.0,151966000.0,,4.129711,3.867215,4.161416,3.322169,129259000.0,121549000.0,131532000.0,106870000.0,1929788000.0,1733749000.0,1345249000.0,1092748000.0,DORM,,,,,,,,,,,
87925412.0,84925073.0,85271157.0,81606662.0,,233231000.0,268920000.0,279934000.0,163590000.0,,132940000.0,142836000.0,164865000.0,192469000.0,,-36558000.0,-23281000.0,123720000.0,25739000.0,,-30415000.0,-14744000.0,127826000.0,31865000.0,,-0.52,-0.07619,1.209524,-0.568238,-42552000.0,-5622000.0,98838000.0,-46372000.0,955578000.0,1153177000.0,1353138000.0,773987000.0,DOUG,,,,,,,,,,,
259841534.0,259643756.0,259457233.0,258981638.0,,5106605000.0,4286366000.0,4189528000.0,3385773000.0,,3681814000.0,3886675000.0,3301950000.0,3291652000.0,,1143753000.0,584762000.0,944400000.0,939118000.0,,1336345000.0,805724000.0,1115865000.0,1104810000.0,,7.56,7.47,7.81,4.74,1056828000.0,1065376000.0,1123818000.0,683451000.0,8438134000.0,8508088000.0,7907081000.0,6683760000.0,DOV,,,,,,,,,,,
778595514.0,771678525.0,764226882.0,755993198.0,,18607000000.0,20718000000.0,18165000000.0,12435000000.0,,16447000000.0,16706000000.0,16135000000.0,19044000000.0,,2719000000.0,5417000000.0,4685000000.0,4839000000.0,,5196000000.0,7475000000.0,7009000000.0,6226000000.0,,0.82,6.32,8.44,1.64,589000000.0,4582000000.0,6311000000.0,1225000000.0,44622000000.0,56902000000.0,54968000000.0,38542000000.0,DOW,,,,,,,,,,,
286329801.0,284400660.0,281945230.0,279578692.0,,3523759000.0,3517769000.0,3592675000.0,3622646000.0,,807310000.0,826831000.0,881173000.0,1033199000.0,,698268000.0,529500000.0,715369000.0,452626000.0,,822630000.0,756719000.0,925807000.0,658136000.0,,4.52,4.47,5.36,3.73,540709000.0,549501000.0,688374000.0,497840000.0,4887550000.0,4576697000.0,4288640000.0,4169039000.0,DOX,,,,,,,,,,,
34538226.0,34538226.0,35892430.0,34622845.0,,6689332986.0,6560559182.0,6258587124.0,6939016248.0,,21468534.0,47050737.0,61695586.0,53232721.0,,-63989944.0,-91999366.0,-708762979.0,585294363.0,,-47687219.0,-67833405.0,-586257769.0,667648867.0,,1.11,-2.36,-15.51,15.19,35517634.0,-75422408.0,-581883146.0,485498597.0,5530404557.0,7108238352.0,9165330760.0,9601873937.0,DOYU,,,,,,,,,,,
9809402.0,28750000.0,28750000.0,,,30947299.0,226152517.0,223717812.0,,,4600000.0,4600000.0,4600000.0,,,-536656.0,-494000.0,,,,-536656.0,-494000.0,,,,0.23,0.08,,,3786635.0,2434705.0,,,0.0,0.0,,,DPCS,,,,,,,,,,,
38181740.0,38115078.0,37992373.0,37929806.0,,379303461.0,464927813.0,529152094.0,459201059.0,,125000000.0,155000000.0,170000000.0,130000000.0,,79417987.0,71630021.0,45964548.0,109586704.0,,79417987.0,71630021.0,45964548.0,109586704.0,,,-0.33,3.22,-2.89,-38400225.0,-12627085.0,122238924.0,-109658831.0,-37260845.0,-12480071.0,123391479.0,-108484262.0,DPG,2.52,,,,,,,,,,
1969182.0,1370823.0,1327919.0,688746.0,,407716.0,11040881.0,34926239.0,3848205.0,,875081.0,465214.0,582440.0,256040.0,,-19264045.0,-16433428.0,-22217213.0,-5156874.0,,-18773654.0,-16349031.0,-22004634.0,-5132986.0,,-14.0,-20.5,-14.75,-12.0,-23611810.0,-27654364.0,-16202972.0,-8015813.0,6554842.0,7605059.0,7053865.0,4363511.0,DPRO,,,,,,,,,,,
34726182.0,35419718.0,36138273.0,38868350.0,,-4070367000.0,-4189065000.0,-4209536000.0,-3300405000.0,,5209306000.0,5252354000.0,5291852000.0,4357002000.0,,485468000.0,388083000.0,560034000.0,504026000.0,,590864000.0,475317000.0,654206000.0,592794000.0,,14.8,12.776015,14.039114,12.469471,519118000.0,452263000.0,510467000.0,491296000.0,4479358000.0,4537158000.0,4357373000.0,4117411000.0,DPZ,,,,,,,,,,,
415617030.0,405620792.0,377177802.0,369878552.0,,4761907000.0,4807376000.0,2161959000.0,767123000.0,,,20687000.0,0.0,243090000.0,381463000.0,429202000.0,1212134000.0,130729000.0,91411000.0,,1616042000.0,2462652000.0,638989000.0,209703000.0,,5.64,24.51,10.24,1.82,429545000.0,1819801000.0,748924000.0,129195000.0,2307695000.0,4608350000.0,1678793000.0,675602000.0,DQ,,,,,,,,,,,
,14530764.0,4000000.0,4000000.0,4000000.0,,4595282.0,-374856.0,2368290.0,-1270842.0,,26004251.0,20816212.0,13373808.0,1253403.0,,1440709.0,3751151.0,-574527.0,210243.0,,2128666.0,3751151.0,-574527.0,210243.0,,0.17,-0.376774,-0.324354,,4166603.0,-1507097.0,-908190.0,,89359733.0,38136862.0,12477519.0,DRCT,-0.315631,-883768.0,6271107.0,,,,,,,,
864588711.0,864588711.0,864588711.0,874063631.0,,6274100000.0,5439900000.0,4820400000.0,4040200000.0,,39700000.0,52300000.0,54800000.0,47100000.0,,510400000.0,913700000.0,1177700000.0,947800000.0,,1655600000.0,1497800000.0,1573400000.0,1128900000.0,,,13.12,16.84,8.25,1281400000.0,1123800000.0,1439900000.0,635000000.0,5496300000.0,5118500000.0,5269000000.0,4185000000.0,DRD,,,,,,,,,,,
209627197.0,209374830.0,210746895.0,210073514.0,,1642075000.0,1589881000.0,1515214000.0,1711109000.0,,1289871000.0,1296668000.0,1175828000.0,1153672000.0,,118551000.0,-43360000.0,-276066000.0,-173322000.0,,237564000.0,206239000.0,-2307000.0,-83686000.0,,0.36,0.47,-0.96,-1.97,86340000.0,109328000.0,-194584000.0,-394375000.0,1074867000.0,1001503000.0,567134000.0,299488000.0,DRH,,,,,,,,,,,
121070611.0,123946313.0,130762723.0,,,2201500000.0,2198200000.0,2813100000.0,,,4793900000.0,4887300000.0,5202600000.0,,,951300000.0,853600000.0,923700000.0,,,1545600000.0,1256100000.0,1194000000.0,,,8.06,7.46,4.83,,981900000.0,952800000.0,629300000.0,,10487800000.0,9630000000.0,7196100000.0,,DRI,,,,118862950.0,2242500000.0,5427800000.0,983600000.0,1611900000.0,8.57,1027600000.0,11390000000.0
27191849.0,25724470.0,16573420.0,8119493.0,,58144000.0,79999000.0,85549000.0,28151000.0,,29541000.0,28048000.0,287000.0,532000.0,,-30963000.0,-48418000.0,-50670000.0,-17854000.0,,-30379000.0,-47845000.0,-50409000.0,-17736000.0,,-1.93,-2.54,-4.07,-4.01,-59427000.0,-62193000.0,-76761000.0,-29445000.0,20352000.0,27656000.0,20513000.0,7576000.0,DRIO,,,,,,,,,,,
262056.0,51341.0,34702.0,31315.0,,6355018.0,6021854.0,10107104.0,0.0,,,,,3545639.0,1283738.0,-6408931.0,-8834164.0,-5693392.0,-4028541.0,,-6408931.0,-8834164.0,-5693392.0,-4028541.0,,-40.05,-208.8,-583.2,-93.266382,-7794690.0,-9610913.0,-7902477.0,-3236530.0,0.0,0.0,0.0,0.0,DRMA,,,,,,,,,,,
34386577.0,34157057.0,34774156.0,35417712.0,,881260000.0,872352000.0,897108000.0,1041528000.0,,16672000.0,4861000.0,5216000.0,6955000.0,,-24899000.0,-55637000.0,28438000.0,-33031000.0,,7727000.0,-36771000.0,38428000.0,-21088000.0,,0.02,0.01,-3.62,-0.87,604000.0,-1624000.0,-128493000.0,-30768000.0,424060000.0,361924000.0,322448000.0,364973000.0,DRQ,,,,,,,,,,,
30334000.0,22785000.0,22768000.0,20353300.0,,14783000.0,24985000.0,57782000.0,40115000.0,,20746000.0,23262000.0,24304000.0,25817000.0,,-34466000.0,-26391000.0,-37505000.0,-38912000.0,,-34414000.0,-26280000.0,-37311000.0,-38704000.0,,-1.05,-1.55,-1.6,0.0,-27624000.0,-35333000.0,-36265000.0,-582000.0,8548000.0,19283000.0,13977000.0,30111000.0,DRRX,,,,,,,,,,,
262525390.0,260234033.0,145000000.0,145000000.0,,2325000000.0,2127000000.0,1593000000.0,1427000000.0,,497000000.0,487000000.0,490000000.0,530000000.0,,145000000.0,-32000000.0,118000000.0,69000000.0,,205000000.0,33000000.0,178000000.0,125000000.0,,0.64,1.88,0.73,0.586207,168000000.0,405000000.0,154000000.0,85000000.0,2826000000.0,2693000000.0,2879000000.0,2778000000.0,DRS,,,,,,,,,,,
69670612.0,69105000.0,66973188.0,67621409.0,,84475000.0,105657000.0,-34777000.0,-8429000.0,,13276000.0,5193000.0,0.0,,,-24359000.0,-24783000.0,-14739000.0,-11018000.0,,-17958000.0,-23879000.0,-11812000.0,-7251000.0,,-0.42,-0.53,-0.403289,-0.131349,-29157000.0,-33762000.0,-27271000.0,-8882000.0,0.0,0.0,0.0,0.0,DRTS,,,,,,,,,,,
3772072.0,3518471.0,2366872.0,1280695.0,,6598216.0,10542512.0,19401795.0,729293.0,,73549.0,139911.0,0.0,,,-7024265.0,-13587116.0,-7319301.0,-288392.0,,-7024265.0,-13587116.0,-7319301.0,-288392.0,,-1.98,-6.06,-4.82,-0.375091,-7372225.0,-14964941.0,-8650763.0,-480377.0,0.0,0.0,0.0,0.0,DRUG,,,,,,,,,,,
163965231.0,167404047.0,167000000.0,169987490.0,,906079000.0,1652938000.0,1644143000.0,1104240000.0,,4276004000.0,3915768000.0,3313968000.0,2943208000.0,,-361311000.0,-239029000.0,123067000.0,31527000.0,,235167000.0,197176000.0,283827000.0,83986000.0,,-4.5,0.26,0.06,-0.024702,-744962000.0,43188000.0,9632000.0,-4199000.0,2304029000.0,2033194000.0,1467280000.0,904200000.0,DRVN,,,,,,,,,,,
11345494.0,28750000.0,28750000.0,,,43644919.0,228204725.0,216625815.0,,,6155985.0,2300000.0,,,,-3458995.0,-821195.0,,,,-3458995.0,-821195.0,,,,-0.35,0.24,,,-269906.0,11578910.0,,,0.0,0.0,,,DSAQ,,,,,,,,,,,
56473598.0,55895596.0,55441926.0,53817322.0,,277687000.0,327310000.0,382130000.0,-11315000.0,,3050000.0,3691000.0,3633000.0,0.0,,-58816000.0,-52235000.0,-30915000.0,-8745000.0,,-58560000.0,-51317000.0,-29377000.0,-8669000.0,,-1.19,-1.14,-0.77,-0.153854,-66862000.0,-63308000.0,-35533000.0,-8280000.0,0.0,0.0,0.0,0.0,DSGN,,,,,,,,,,,
47535618.0,39699439.0,18839468.0,18687619.0,,661601000.0,562995000.0,165769000.0,122422000.0,,649046000.0,461969000.0,248312000.0,10306000.0,,77608000.0,-31130000.0,-3461000.0,30841000.0,,102286000.0,-11029000.0,10320000.0,32528000.0,,-0.2,0.213707,0.516873,0.834949,-8967000.0,7406000.0,-5052000.0,15113000.0,1570402000.0,1151422000.0,520290000.0,351591000.0,DSGR,,,,,,,,,,,
84820100.0,84756210.0,84494658.0,,,1099391000.0,999819000.0,911068000.0,,,7320000.0,11411000.0,13063000.0,,,186324000.0,171309000.0,127471000.0,,,192395000.0,176138000.0,131230000.0,,,1.21,1.02,0.62,,102236000.0,86282000.0,52100000.0,,486014000.0,424690000.0,348664000.0,,DSGX,,,,85183455.0,1238034000.0,6978000.0,202117000.0,207680000.0,1.36,115907000.0,572931000.0
102562223.0,101996828.0,101996828.0,101956908.0,,1189600600.0,1233049174.0,1870237728.0,1654517430.0,,370000000.0,510000000.0,770000000.0,670000000.0,,291441275.0,436826646.0,37912765.0,376471995.0,,291441275.0,436826646.0,37912765.0,376471995.0,,,-4.52,3.52,-1.17,104614838.0,-460632045.0,359049207.0,-118181521.0,106096324.0,-459054860.0,361140590.0,-115721607.0,DSL,0.57,,,,,,,,,,
49428691.0,49428691.0,49421511.0,49421511.0,,319748821.0,373963200.0,463561868.0,456389213.0,,113555000.0,116414671.0,138704671.0,152184671.0,,15704755.0,38826932.0,30794356.0,20990158.0,,15704755.0,38826932.0,30794356.0,20990158.0,,,-1.46,0.5,0.3,9091354.0,-71449435.0,25015140.0,15415183.0,10058351.0,-70379252.0,26161077.0,16539343.0,DSM,0.84,,,,,,,,,,
15937816.0,14783886.0,13920868.0,10000000.0,,68257000.0,59248000.0,60162000.0,20117000.0,,25434000.0,28709000.0,17500000.0,23535000.0,,24276000.0,-12356000.0,21293000.0,11034000.0,,37752000.0,-3530000.0,28665000.0,18875000.0,,-0.23,-0.84,-0.63,2.0638,-3443000.0,-11913000.0,-7742000.0,0.0,222934000.0,197168000.0,224127000.0,165251000.0,DSP,,,,,,,,,,,
7066772.0,6950858.0,3987294.0,291810.0,,63927000.0,125562000.0,161776000.0,73115000.0,,62830000.0,65958000.0,60140000.0,2436000.0,,-20012000.0,-29755000.0,-41198000.0,-6516000.0,,-19194000.0,-26953000.0,-8805000.0,-6195000.0,,-11.52,-10.72,-13.6,14.4,-80606000.0,-59840000.0,-33119000.0,1899000.0,30258000.0,47307000.0,20275000.0,15366000.0,DSS,,,,,,,,,,,
46610312.0,46610312.0,46606591.0,46591807.0,,507398277.0,486565153.0,538681004.0,537958603.0,,149631843.0,164000000.0,248000000.0,229000000.0,,59010552.0,119600506.0,17534029.0,99712589.0,,59010552.0,119600506.0,17534029.0,99712589.0,,,-0.42,0.74,0.13,69607552.0,-19741504.0,34378490.0,710131.0,70038645.0,-19442842.0,35065623.0,1393674.0,DSU,,,,,,,,,,,
