Share_Issued_2023,Share_Issued_2022,Share_Issued_2021,Share_Issued_2020,Share_Issued_2019,Stockholders_Equity_2023,Stockholders_Equity_2022,Stockholders_Equity_2021,Stockholders_Equity_2020,Stockholders_Equity_2019,Total_Debt_2023,Total_Debt_2022,Total_Debt_2021,Total_Debt_2020,Total_Debt_2019,Free_Cash_Flow_2023,Free_Cash_Flow_2022,Free_Cash_Flow_2021,Free_Cash_Flow_2020,Free_Cash_Flow_2019,Operating_Cash_Flow_2023,Operating_Cash_Flow_2022,Operating_Cash_Flow_2021,Operating_Cash_Flow_2020,Operating_Cash_Flow_2019,Basic_EPS_2023,Basic_EPS_2022,Basic_EPS_2021,Basic_EPS_2020,Net_Income_2023,Net_Income_2022,Net_Income_2021,Net_Income_2020,Total_Revenue_2023,Total_Revenue_2022,Total_Revenue_2021,Total_Revenue_2020,ticker,Basic_EPS_2019,Net_Income_2019,Total_Revenue_2019,Share_Issued_2024,Stockholders_Equity_2024,Total_Debt_2024,Free_Cash_Flow_2024,Operating_Cash_Flow_2024,Basic_EPS_2024,Net_Income_2024,Total_Revenue_2024
75299556.0,75080707.0,65271058.0,59519754.0,,1404767000.0,1571538000.0,1361434000.0,1045406000.0,,6059921000.0,6164348000.0,5294969000.0,3879472000.0,,155715000.0,141125000.0,124793000.0,115062000.0,,155715000.0,141125000.0,124793000.0,115062000.0,,-0.78,0.23,2.22,0.96,-30851000.0,38103000.0,137183000.0,54397000.0,175221000.0,174732000.0,151945000.0,125628000.0,KREF,,,,,,,,,,,
219448429.0,219185658.0,218949569.0,84187999.0,,3568138000.0,3766515000.0,3922047000.0,1230654000.0,,3057576000.0,3266281000.0,3431306000.0,1242784000.0,,252070000.0,220743000.0,43038000.0,57249000.0,,394648000.0,379283000.0,100351000.0,95515000.0,,0.22,-0.06,-0.73,-0.19,47498000.0,-12636000.0,-80806000.0,-16223000.0,823004000.0,801996000.0,373324000.0,266645000.0,KRG,,,,,,,,,,,
1005990913.0,988562488.0,1005990913.0,983490913.0,,251977000.0,338106000.0,299405000.0,380821000.0,,45729000.0,56336000.0,21888000.0,27558000.0,,-127561000.0,-6645000.0,192781000.0,-19475000.0,,-122163000.0,-4989000.0,194961000.0,-17125000.0,,,0.525,-2.175,-6.875,-89980000.0,21943000.0,-89571000.0,-280231000.0,340185000.0,322497000.0,316779000.0,386764000.0,KRKR,-57.749534,,,,,,,,,,
49089864.0,48861891.0,48044162.0,46680119.0,,20353771.0,31325963.0,36501055.0,36156979.0,,4445120.0,4925004.0,604136.0,239492.0,,-5707150.0,-8206117.0,-4694744.0,-1804475.0,,-4892553.0,-5404549.0,-4319510.0,-743323.0,,-0.3,-0.19,-0.1,-0.03,-13741062.0,-8661142.0,-4562823.0,-1212063.0,28517666.0,27896037.0,23490175.0,24176448.0,KRMD,,,,,,,,,,,
13934699.0,38093750.0,38093750.0,38093750.0,,59517673.0,295561144.0,279905115.0,1893.0,,3780481.0,,,40000.0,,-1457659.0,-311850.0,-1575107.0,,,-1457659.0,-311850.0,-1575107.0,,,-0.37,0.41,0.43,,-7541436.0,15656029.0,15248256.0,,0.0,0.0,0.0,,KRNL,,,,,,,,,,,
50371684.0,49952942.0,49619782.0,45988613.0,,795667000.0,868822000.0,919553000.0,519017000.0,,23606000.0,26024000.0,26958000.0,22645000.0,,-41688000.0,-117697000.0,39037000.0,18800000.0,,-34682000.0,-99347000.0,53644000.0,32410000.0,,-1.31,-1.58,0.33,-0.11,-64351000.0,-79065000.0,15527000.0,-4783000.0,219786000.0,271518000.0,322006000.0,193331000.0,KRNT,,,,,,,,,,,
65864075.0,68666323.0,78964859.0,,,869284000.0,894000000.0,1042944000.0,,,1506812000.0,901337000.0,685876000.0,,,68194000.0,78381000.0,69959000.0,,,69549000.0,81301000.0,75417000.0,,,0.63,0.95,0.77,0.55,40811000.0,67547000.0,63233000.0,,178616000.0,210537000.0,206207000.0,,KRNY,,,,64434424.0,753571000.0,1609789000.0,42621000.0,43971000.0,,-86667000.0,140601000.0
115100000.0,115500000.0,115500000.0,115500000.0,,808300000.0,957200000.0,870200000.0,796500000.0,,463400000.0,446400000.0,470700000.0,512900000.0,,-41900000.0,18500000.0,147900000.0,39700000.0,,5500000.0,81700000.0,206500000.0,102500000.0,,-0.43,0.9,0.98,0.55,-49100000.0,104500000.0,112900000.0,63900000.0,1666500000.0,1930200000.0,1939400000.0,1638800000.0,KRO,,,,,,,,,,,
58946000.0,56967436.0,55703327.0,54073901.0,,159078000.0,244499000.0,345097000.0,465519000.0,,28272000.0,31091000.0,33762000.0,32062000.0,,-79261000.0,-91503000.0,-122184000.0,-47480000.0,,-78582000.0,-90926000.0,-117924000.0,-37912000.0,,-1.95,-2.37,-2.76,-5.43,-112673000.0,-133204000.0,-151078000.0,-88444000.0,6288000.0,0.0,0.0,0.0,KRON,,,,,,,,,,,
31841084.0,27543453.0,23974834.0,23192866.0,,332213000.0,277423000.0,243174000.0,261721000.0,,14444000.0,13266000.0,1093000.0,899000.0,,-126972000.0,-71303000.0,-63172000.0,-37188000.0,,-124508000.0,-70062000.0,-62148000.0,-36894000.0,,-5.2,-4.15,-2.52,-2.93,-152992000.0,-104679000.0,-58744000.0,-45361000.0,151000.0,0.0,20100000.0,0.0,KROS,,,,,,,,,,,
73851458.0,64231833.0,47162773.0,38918689.0,,0.0,0.0,0.0,0.0,,296087693.0,235252272.0,219677185.0,174398594.0,,-316539144.0,25175577.0,35369541.0,-26350884.0,,174267667.0,166636493.0,91442481.0,62245341.0,,0.93,1.75,0.56,-4.85,66451894.0,111929491.0,33864990.0,-159540305.0,273179640.0,285037735.0,178407125.0,92932456.0,KRP,,,,,,,,,,,
19988482.0,19908005.0,19827417.0,19117000.0,,154118000.0,141682000.0,122900000.0,32404000.0,,71005000.0,58649000.0,36517000.0,98554000.0,,44049000.0,14727000.0,-3702000.0,-21935000.0,,53379000.0,29474000.0,8679000.0,14547000.0,,1.63,1.19,1.13,0.867608,32470000.0,23648000.0,20778000.0,17517000.0,405651000.0,422957000.0,364244000.0,295518000.0,KRT,,,,,,,,,,,
11147176.0,9788000.0,9700000.0,8342000.0,,164641000.0,93294000.0,90844000.0,45713000.0,,119560000.0,90809000.0,72962000.0,64509000.0,,-22747000.0,-3968000.0,-21378.0,-27462000.0,,18064000.0,23694000.0,-7146.0,-13004000.0,,0.15,-0.08,-1.21,-2.08,1502000.0,-764000.0,-10295000.0,-17358000.0,187429000.0,141089000.0,64891000.0,45168000.0,KRUS,,,,,,,,,,,
28236673.0,25763743.0,25207985.0,19714220.0,,778641000.0,522231000.0,593576000.0,292084000.0,,8094000.0,8933000.0,8024000.0,11546000.0,,-100603000.0,-153548000.0,-116274000.0,-40926000.0,,-88804000.0,-100569000.0,-47938000.0,-26083000.0,,0.4,-5.49,-3.13,-1.71,10932000.0,-139975000.0,-69570000.0,-32167000.0,50699000.0,0.0,0.0,0.0,KRYS,,,,,,,,,,,
89546422.0,38349122.0,14189000.0,14189000.0,,,-7803000.0,-25715000.0,-1023000.0,-3735662.0,,10738000.0,8242000.0,6272000.0,6472998.0,,-24175000.0,-20223000.0,-15169000.0,-8538371.0,,-24064000.0,-20106000.0,-15169000.0,-8521549.0,-0.34,-0.72,-3.132779,-1.962803,,-25643000.0,-43843000.0,-19341000.0,,5631000.0,3407000.0,3335000.0,KSCP,,-11957667.0,3025303.0,,,,,,,,
11047862.0,11203941.0,11203941.0,11203941.0,,106758163.0,107971050.0,143659823.0,141087357.0,,,3750000.0,15000000.0,15000000.0,26250000.0,18974386.0,16479536.0,6394872.0,17283790.0,,18974386.0,16479536.0,6394872.0,17283790.0,,,-2.7,0.8,0.42,4057716.0,-30339523.0,8952015.0,4702100.0,4283540.0,-30128539.0,9190125.0,4902820.0,KSM,1.53,,,,,,,,,,
378000000.0,377000000.0,377000000.0,,,3763000000.0,4661000000.0,5196000000.0,,,7566000000.0,6785000000.0,6739000000.0,,,-544000000.0,1666000000.0,1004000000.0,,,282000000.0,2271000000.0,1338000000.0,,,-0.15,6.41,-1.06,,-19000000.0,938000000.0,-163000000.0,,18098000000.0,19433000000.0,15955000000.0,,KSS,,,,160712124.0,3893000000.0,7376000000.0,591000000.0,1168000000.0,2.88,317000000.0,17476000000.0
257860760.0,261111808.0,261111808.0,261111808.0,,16730614000000.0,16610145000000.0,14976536000000.0,14011444000000.0,,10218165000000.0,10006685000000.0,8437703000000.0,7316298000000.0,,1330567000000.0,-390072000000.0,1310371000000.0,1015343000000.0,,5503289000000.0,3597065000000.0,5561834000000.0,4739827000000.0,,1991.0,2600.0,2879.5,1342.0,993325000000.0,1260470000000.0,1356878000000.0,700889000000.0,26287201000000.0,25638855000000.0,24898005000000.0,24099394000000.0,KT,,,,,,,,,,,
55720251.0,55516872.0,56381466.0,57254611.0,,371913000.0,250757000.0,148138000.0,84641000.0,,841677000.0,851303000.0,848754000.0,981206000.0,,319165000.0,55188000.0,246989000.0,179581000.0,,356549000.0,83585000.0,283862000.0,241970000.0,,4.13,4.4,3.4,1.19,230994000.0,245493000.0,195423000.0,67923000.0,2607472000.0,2631444000.0,2475916000.0,2097839000.0,KTB,,,,,,,,,,,
10762000.0,10762000.0,10761871.0,10760000.0,,130617000.0,124878000.0,123705000.0,115557000.0,,139697000.0,119718000.0,111839000.0,83484000.0,,-21082000.0,-11720000.0,-25654000.0,-39627000.0,,-11311000.0,-4907000.0,-15052000.0,-31004000.0,,0.48,0.31,0.4,0.44,5157000.0,3377000.0,4341000.0,4758000.0,588135000.0,531815000.0,518698000.0,449480000.0,KTCC,,,,,,,,,,,
39172838.0,39500938.0,39500938.0,39500938.0,,393843462.0,393546297.0,501574846.0,500843968.0,,16022764.0,52700000.0,52700000.0,52700000.0,,60400165.0,16329627.0,21188022.0,27341082.0,,60400165.0,16329627.0,21188022.0,27341082.0,,,-2.32,0.55,0.59,15479172.0,-91359139.0,21919223.0,23247848.0,15806683.0,-91032103.0,22226636.0,22917708.0,KTF,1.35,,,,,,,,,,
129286964.0,125985306.0,123987424.0,123047147.0,,976000000.0,936300000.0,945100000.0,925300000.0,,269200000.0,301800000.0,339500000.0,348500000.0,,12800000.0,-71000000.0,-11200000.0,10700000.0,,65200000.0,-25600000.0,35300000.0,46600000.0,,-0.07,-0.29,-0.02,0.69,-8900000.0,-36900000.0,-2000000.0,79600000.0,1037100000.0,898300000.0,811500000.0,747700000.0,KTOS,,,,,,,,,,,
1041582.0,1302170.0,1150418.0,557846.0,,23398452.0,42498248.0,51420501.0,241355.0,,81680.0,504383.0,0.0,,,-12848434.0,-12001668.0,-3195561.0,,,-12814133.0,-11894567.0,-3174058.0,,,-13.01,-11.03,-4.2,,-15961658.0,-13936452.0,-2173521.0,,0.0,0.0,15062.0,,KTTA,,,,,,,,,,,
33251723.0,30066723.0,29566723.0,24566723.0,,21744000.0,58460000.0,936638000.0,656101000.0,,86319000.0,77818000.0,50818000.0,77490000.0,,-20768000.0,-228049000.0,-69225000.0,-100787000.0,,-20768000.0,64690000.0,-26479000.0,26287000.0,,,-30.19,-2.03,-0.668506,-65291000.0,-894214000.0,-59570000.0,-16423000.0,106937000.0,115115000.0,295897000.0,162881000.0,KUKE,1.897606,,,,,,,,,,
134031669.0,113202749.0,104792072.0,89908600.0,,-2182696.0,10493733.0,16365042.0,6118552.0,,352186.0,321603.0,825503.0,2477028.0,,-13011500.0,-22002099.0,-9542909.0,-2776340.0,,-11965387.0,-17354125.0,-6805674.0,-2730253.0,,-0.2,-0.18,-0.15,-0.03,-23693556.0,-19436479.0,-11911151.0,-2850096.0,9830166.0,3994634.0,2412868.0,623965.0,KULR,,,,,,,,,,,
74350000.0,68314000.0,66572054.0,66194000.0,,397273000.0,420278000.0,506609000.0,610905000.0,,17200000.0,14024000.0,6875000.0,14977000.0,,-124992000.0,-110688000.0,-105698000.0,-72001000.0,,-124824000.0,-110062000.0,-104551000.0,-69830000.0,,-2.08,-2.03,-1.97,-1.69,-152631000.0,-135840000.0,-130466000.0,-89625000.0,0.0,0.0,0.0,0.0,KURA,,,,,,,,,,,
19366075.0,19366075.0,19366075.0,,,152684933.0,21234.0,21927.0,,,,173573.0,117497.0,,,-705903.0,-3291.0,,,,-705903.0,-3291.0,,,,0.25,-0.000213,,,1454758.0,-693.0,,,0.0,0.0,,,KVAC,,,,,,,,,,,
21066899.0,20631152.0,20342695.0,19862534.0,,147372000.0,158438000.0,128977000.0,131884000.0,,1075000.0,2168000.0,3136000.0,13957000.0,,-9399000.0,-5551000.0,-15893000.0,-17220000.0,,2530000.0,8893000.0,2909000.0,-3079000.0,,-0.81,1.29,-0.54,-1.24,-15422000.0,24030000.0,-9763000.0,-21940000.0,132379000.0,138750000.0,133911000.0,158733000.0,KVHI,,,,,,,,,,,
1915407000.0,1888972560.0,1888972560.0,1888972560.0,,11211000000.0,19970000000.0,20399000000.0,18356000000.0,,8427000000.0,116000000.0,129000000.0,,,2699000000.0,2150000000.0,39000000.0,3168000000.0,,3168000000.0,2525000000.0,334000000.0,3397000000.0,,0.9,1.092657,1.100069,-0.465332,1664000000.0,2064000000.0,2078000000.0,-879000000.0,15444000000.0,14950000000.0,15054000000.0,14467000000.0,KVUE,,,,,,,,,,,
259365843.0,251855833.0,251855833.0,,,914777000.0,-1036183000.0,-2236064000.0,,,51579000.0,62408000.0,65468000.0,,,110013000.0,-41797000.0,-36970000.0,,,119371000.0,-23552000.0,-22738000.0,,,-1.27,-0.195322,-0.315232,,-308233000.0,-49193000.0,-79393000.0,,698099000.0,472748000.0,290640000.0,,KVYO,,,,,,,,,,,
138727521.0,137790768.0,137955479.0,141365323.0,,1755100000.0,1964000000.0,1777600000.0,1644500000.0,,5298000000.0,5587000000.0,5434900000.0,5094500000.0,,-168300000.0,-128000000.0,-169500000.0,-206700000.0,,48900000.0,32900000.0,-30300000.0,-12600000.0,,-2.46,0.47,2.26,0.66,-303800000.0,93700000.0,330400000.0,110100000.0,562600000.0,540000000.0,453600000.0,454000000.0,KW,,,,,,,,,,,
5616782.0,773225.0,699509.0,,,3935620.0,-1002891.0,6123728.0,,,429523.0,2554395.0,361160.0,,,-15378764.0,-5620738.0,-7148405.0,,,-14078629.0,-4256596.0,-6255213.0,,,-2.28,-14.41,-14.72002,,-9306360.0,-10520290.0,-9315372.0,,1234450.0,721519.0,1275804.0,,KWE,,,,,,,,,,,
17991988.0,17950264.0,17897033.0,17850616.0,,1384319000.0,1277918000.0,1387294000.0,1320364000.0,,788969000.0,991797000.0,929658000.0,926006000.0,,240220000.0,13255000.0,27476000.0,160488000.0,,279020000.0,41794000.0,48933000.0,178389000.0,,6.27,-0.89,6.79,2.23,112748000.0,-15931000.0,121369000.0,39658000.0,1953313000.0,1943585000.0,1761158000.0,1417677000.0,KWR,,,,,,,,,,,
49806556.0,15216680.0,11363540.0,4342143.0,,45583000.0,31315000.0,29662000.0,6163000.0,,2967000.0,9735000.0,10815000.0,0.0,,-2504000.0,-2453000.0,-2135000.0,-1425000.0,,-2108000.0,-2394000.0,-2103000.0,-1135000.0,,,-6.35,-25.77,-0.033,-53563000.0,-84706000.0,-196579000.0,-166000.0,31535000.0,82840000.0,253840000.0,1207000.0,KXIN,-0.0225,,,,,,,,,,
55585305.0,55039380.0,51536181.0,44482186.0,,394971000.0,490151000.0,459638000.0,283888000.0,,84674000.0,17335000.0,17963000.0,17993000.0,,-137306000.0,-155921000.0,-130543000.0,79034000.0,,-102826000.0,-153085000.0,-128946000.0,88130000.0,,-2.52,-2.87,-2.09,-3.15,-146962000.0,-154808000.0,-100217000.0,-45593000.0,78592000.0,46826000.0,72832000.0,34034000.0,KYMR,,,,,,,,,,,
169126038.0,136131530.0,126447554.0,126447554.0,,1777558000.0,1448022000.0,1126479000.0,872914000.0,,344215000.0,309346000.0,321632000.0,234630000.0,,137992000.0,122212000.0,32364000.0,736516000.0,,137992000.0,122212000.0,32364000.0,736516000.0,,,2.51,2.66,-6.21,112587000.0,323343000.0,335755000.0,-784884000.0,123109000.0,331238000.0,341383000.0,-774086000.0,KYN,-1.01,,,,,,,,,,
228029114.0,138755376.0,132012209.0,94598369.0,,12050000.0,18275000.0,37853000.0,14125000.0,,1796000.0,1841000.0,,,,-15156000.0,-22762000.0,-9111000.0,-8810000.0,,-15156000.0,-22762000.0,-9111000.0,-8810000.0,,-1.123,-1.888,-0.716,-1.707,-20465000.0,-25014000.0,-8420000.0,-12467000.0,0.0,0.0,15183000.0,0.0,KZIA,,,,,,,,,,,
72779077.0,68493429.0,56259747.0,46359743.0,,187570000.0,269872000.0,196876000.0,140978000.0,,18933000.0,21264000.0,14044000.0,5464000.0,,-83455000.0,-60424000.0,-42753000.0,-37143000.0,,-81645000.0,-58846000.0,-42437000.0,-36949000.0,,-1.4,-1.01,-1.04,-0.95,-101870000.0,-68239000.0,-54630000.0,-41742000.0,7000000.0,0.0,0.0,0.0,KZR,,,,,,,,,,,
138727521.0,137790768.0,137955479.0,141365323.0,,1755100000.0,1964000000.0,1777600000.0,1644500000.0,,5298000000.0,5587000000.0,5434900000.0,5094500000.0,,-168300000.0,-128000000.0,-169500000.0,-206700000.0,,48900000.0,32900000.0,-30300000.0,-12600000.0,,-2.46,0.47,2.26,0.66,-303800000.0,93700000.0,330400000.0,110100000.0,562600000.0,540000000.0,453600000.0,454000000.0,Kw,,,,,,,,,,,
222268150.0,236159866.0,248450000.0,269360973.0,,15704000000.0,14349000000.0,17846000000.0,17860000000.0,,9003000000.0,9019000000.0,9079000000.0,10109000000.0,,3221000000.0,2654000000.0,2141000000.0,1035000000.0,,3907000000.0,3314000000.0,2623000000.0,1745000000.0,,6.3,3.39,6.02,-3.32,1434000000.0,822000000.0,1562000000.0,-931000000.0,15678000000.0,14050000000.0,13727000000.0,13667000000.0,L,,,,,,,,,,,
222268150.0,236159866.0,248450000.0,269360973.0,,15704000000.0,14349000000.0,17846000000.0,17860000000.0,,9003000000.0,9019000000.0,9079000000.0,10109000000.0,,3221000000.0,2654000000.0,2141000000.0,1035000000.0,,3907000000.0,3314000000.0,2623000000.0,1745000000.0,,6.3,3.39,6.02,-3.32,1434000000.0,822000000.0,1562000000.0,-931000000.0,15678000000.0,14050000000.0,13727000000.0,13667000000.0,L,,,,,,,,,,,
83364000.0,79904000.0,76919000.0,74543000.0,,-148051000.0,-81467000.0,94596000.0,139050000.0,,98210000.0,102655000.0,111648000.0,95375000.0,,-46118000.0,-93195000.0,-57325000.0,-28134000.0,,-43287000.0,-89370000.0,-44061000.0,-15417000.0,,-0.94,-2.43,-0.78,-0.74,-74656000.0,-190098000.0,-59237000.0,-53020000.0,106340000.0,97948000.0,130581000.0,138144000.0,LAB,,,,,,,,,,,
161778274.0,160047671.0,160047671.0,,,407462000.0,-34417000.0,-41686000.0,,,3113000.0,45190000.0,41755000.0,,,-227790000.0,-57620000.0,-44871000.0,-20917000.0,,-37962000.0,-51995000.0,-42937000.0,-20250000.0,,-0.02,-0.474606,-0.329196,-0.188544,-3934000.0,-67798000.0,-47026000.0,-25217000.0,0.0,0.0,0.0,0.0,LAC,,,,,,,,,,,
27400000.0,27300000.0,29500000.0,26500000.0,,6213900000.0,5206200000.0,4626400000.0,2661500000.0,,11328400000.0,7994200000.0,4961200000.0,4174600000.0,,-702600000.0,-913200000.0,1536800000.0,376800000.0,,-472400000.0,-610100000.0,1797200000.0,544600000.0,,36.36,45.824176,35.935593,17.74717,1000800000.0,1251000000.0,1060100000.0,470300000.0,31042300000.0,28187800000.0,22831700000.0,13126500000.0,LAD,,,,,,,,,,,
128027478.0,128027478.0,126852765.0,126852765.0,,1533148000.0,1533346000.0,1507137000.0,1543162000.0,,3177339000.0,3397835000.0,3775126000.0,3389027000.0,,180604000.0,106710000.0,79739000.0,111943000.0,,180604000.0,106710000.0,79739000.0,111943000.0,,0.81,1.14,0.46,-0.13,101125000.0,142217000.0,56522000.0,-14445000.0,268987000.0,339660000.0,167510000.0,121015000.0,LADR,,,,,,,,,,,
16946507.0,9001200.0,9001200.0,9001200.0,,5031000.0,212000.0,-13563000.0,-9373000.0,,15375000.0,14121000.0,17393000.0,14313000.0,,-6061000.0,147000.0,-3400000.0,-3075000.0,,-3040000.0,446000.0,-3364000.0,-3023000.0,,,0.381362,-0.319035,-0.60813,-3268000.0,5770000.0,-4827000.0,-9201000.0,30058000.0,23198000.0,16995000.0,14317000.0,LAES,,,,,,,,,,,
8655699.0,8555672.0,8493760.0,,,119990000.0,125100000.0,121751000.0,,,5238000.0,4920000.0,2381000.0,,,-7436000.0,11984000.0,39004000.0,,,-5451000.0,12785000.0,40666000.0,,,0.25,1.44,4.4,,1873000.0,11372000.0,35330000.0,,112846000.0,118386000.0,159000000.0,,LAKE,,,,8722965.0,123450000.0,12314000.0,8843000.0,10912000.0,0.74,5425000.0,124688000.0
102906580.0,102531013.0,101960923.0,101531412.0,,1216374000.0,1195374000.0,1217089000.0,1202768000.0,,4642925000.0,4571574000.0,4225845000.0,4095670000.0,,605342000.0,614534000.0,608327000.0,507601000.0,,783613000.0,781612000.0,734417000.0,569873000.0,,4.86,4.32,3.83,2.41,495763000.0,438647000.0,388090000.0,243386000.0,2110987000.0,2032140000.0,1787401000.0,1568856000.0,LAMR,,,,,,,,,,,
27527550.0,27520237.0,27531040.0,,,862267000.0,844687000.0,843147000.0,,,29987000.0,36230000.0,33273000.0,,,135720000.0,-30159000.0,86324000.0,,,225901000.0,101813000.0,174189000.0,,,4.04,3.26,5.17,,111286000.0,89586000.0,142332000.0,,1822527000.0,1676390000.0,1467067000.0,,LANC,,,,27527090.0,925772000.0,57667000.0,183977000.0,251553000.0,5.77,158613000.0,1871759000.0
35838442.0,35050397.0,34210013.0,26219019.0,,719613000.0,731362000.0,586815000.0,383790000.0,,574111000.0,626500000.0,667982000.0,624061000.0,,27276000.0,23662000.0,26257000.0,8492000.0,,40081000.0,43788000.0,32377000.0,25002000.0,,-0.28,-0.43,-0.29,-0.2,14565000.0,4708000.0,3495000.0,4926000.0,90398000.0,89236000.0,75318000.0,57031000.0,LAND,,,,,,,,,,,
35838442.0,35050397.0,34210013.0,26219019.0,,719613000.0,731362000.0,586815000.0,383790000.0,,574111000.0,626500000.0,667982000.0,624061000.0,,27276000.0,23662000.0,26257000.0,8492000.0,,40081000.0,43788000.0,32377000.0,25002000.0,,,,,,14565000.0,4708000.0,3495000.0,4926000.0,90398000.0,89236000.0,75318000.0,57031000.0,LANDM,-0.13,,,,,,,,,,
145021452.0,130971071.0,147273068.0,147273068.0,,169341000.0,295320000.0,264388000.0,211389000.0,,214150000.0,174224000.0,206844000.0,156486000.0,,-100601000.0,-105554000.0,-82964000.0,-92976000.0,,-57891000.0,-80851000.0,-73088000.0,-87297000.0,,,-2.15,-0.84,-1.53,-129313000.0,-218290000.0,-65354000.0,-110761000.0,426178000.0,422312000.0,308822000.0,222612000.0,LANV,,,,,,,,,,,
5481407.0,5473893.0,5509698.0,5623431.0,,126914000.0,111433000.0,135643000.0,126672000.0,,99027000.0,68253000.0,29054000.0,21651000.0,,11609000.0,23904000.0,29835000.0,14451000.0,,12604000.0,24780000.0,31159000.0,14810000.0,,2.23,1.8,3.274376,3.541734,12236000.0,9878000.0,18011000.0,19493000.0,56522000.0,52580000.0,60581000.0,63842000.0,LARK,,,,,,,,,,,
9278356.0,7878419.0,7878417.0,7878417.0,,13929252.0,17131488.0,5560906.0,5286620.0,,597143.0,832072.0,1078770.0,1321817.0,,-5955422.0,-752626.0,1145822.0,-5584914.0,,-5470567.0,-63376.0,1375287.0,-1525198.0,,-0.37,-0.37,0.12,0.001351,-3318171.0,-2094064.0,584394.0,10641.0,3939473.0,3902070.0,4190709.0,2154777.0,LASE,,,,,,,,,,,
47266000.0,45629000.0,44248000.0,39793215.0,,254419000.0,270845000.0,302133000.0,219914000.0,,14159000.0,15610000.0,17678000.0,13047000.0,,4752000.0,-36262000.0,-29005000.0,-11308000.0,,10091000.0,-14542000.0,-7443000.0,13041000.0,,-0.9,-1.23,-0.7,-0.55,-41670000.0,-54579000.0,-29669000.0,-20932000.0,209921000.0,242058000.0,270146000.0,222789000.0,LASR,,,,,,,,,,,
7191873.0,16250000.0,16737500.0,,,41344601.0,129020686.0,-65535.0,,,404170.0,,101530.0,,,-747384.0,-1147591.0,,,,-747384.0,-1147591.0,,,,0.04,0.64,,,425912.0,9832611.0,,,0.0,0.0,,,LATG,,,,,,,,,,,
157586000.0,230779000.0,228831000.0,227954000.0,,950069000.0,776226000.0,1140843000.0,2276816000.0,,582703000.0,648005000.0,568923000.0,1514854000.0,,194343000.0,125474000.0,-206526000.0,184932000.0,,250780000.0,178230000.0,-156082000.0,259556000.0,,0.69,0.42,1.01,-2.93,107590000.0,69573000.0,192446000.0,-613331000.0,1484288000.0,1242271000.0,1086701000.0,1024917000.0,LAUR,,,,,,,,,,,
61010000.0,59190000.0,58010000.0,56378863.0,,200335000.0,223636000.0,268677000.0,-94923000.0,,9161000.0,10910000.0,989000.0,2119000.0,,-44390000.0,-50392000.0,-24749000.0,-24616000.0,,-25531000.0,-46014000.0,-21642000.0,-22712000.0,,-0.7,-1.2,-0.73,-0.466944,-42150000.0,-70765000.0,-24344000.0,-22873000.0,138090000.0,135190000.0,114342000.0,68444000.0,LAW,,,,,,,,,,,
112766091.0,112766091.0,112766091.0,112766091.0,,423759000.0,556463000.0,975220000.0,911772000.0,,2175391000.0,2201402000.0,2237749000.0,2289704000.0,,136365000.0,784473000.0,826381000.0,511645000.0,,164662000.0,833984000.0,866079000.0,575931000.0,,-0.9,3.68,4.9,3.69,-75479000.0,357517000.0,528064000.0,402461000.0,2551140000.0,2825636000.0,3268265000.0,2641103000.0,LAZ,,,,,,,,,,,
441694774.0,389030757.0,363165195.0,323936240.0,,-224748000.0,-26405000.0,197985000.0,148741000.0,,660661000.0,635134000.0,619460000.0,893000.0,,-269219000.0,-226296000.0,-154854000.0,-77844000.0,,-247304000.0,-208232000.0,-148421000.0,-75642000.0,,-1.47,-1.25,-0.69,-2.54,-571269000.0,-445939000.0,-237986000.0,-362298000.0,69779000.0,40698000.0,31944000.0,13951000.0,LAZR,,,,,,,,,,,
65161310.0,65002738.0,50737400.0,50610681.0,,1169369000.0,1108587000.0,827014000.0,763784000.0,,536596000.0,240713000.0,220566000.0,161440000.0,,110536000.0,118264000.0,90252000.0,77452000.0,,115605000.0,124696000.0,95103000.0,84991000.0,,1.29,1.64,1.85,1.13,84740000.0,107369000.0,95041000.0,57518000.0,303855000.0,337960000.0,254668000.0,232466000.0,LBAI,,,,,,,,,,,
24517249.0,17215350.0,17070161.0,16916990.0,,40923000.0,61470000.0,103323000.0,-2692000.0,,475000.0,740000.0,524000.0,0.0,,-50868000.0,-38063000.0,-24721000.0,-3442000.0,,-50868000.0,-38063000.0,-24705000.0,-3442000.0,,-2.39,-2.56,-1.93,-0.851215,-54422000.0,-43945000.0,-27797000.0,-14400000.0,0.0,0.0,0.0,0.0,LBPH,,,,,,,,,,,
143963619.0,146597400.0,170631670.0,196525645.0,,9003000000.0,8483000000.0,10127000000.0,13503000000.0,,3819000000.0,3887000000.0,3850000000.0,4909000000.0,,-206000000.0,-237000000.0,-131000000.0,-98000000.0,,16000000.0,-56000000.0,3000000.0,-96000000.0,,4.71,8.01,3.97,2.18,688000000.0,1257000000.0,732000000.0,398000000.0,981000000.0,975000000.0,988000000.0,51000000.0,LBRDA,,,,,,,,,,,
